TabID	Name	Title	Image1	Note1	Image2	Note2	Image3	Note3	Description
330	帮会外交	日月明尊	ui\Image\Helper\帮会约战2.tga	<text>text="1、帮会同盟只允许拥有外交权限的帮众进行相关操作。\\\n2、帮会同时只能与一个帮会结盟。\\\n3、帮会不能和敌对阵营帮会结盟。\\\n4、结盟"font=18</text><text>text="72小时"font=27</text><text>text="后同盟帮会可以相互协助进行宣战和约战，同进退，共生死！" font=18</text>	ui\Image\Helper\帮会约战3.tga	<text>text="1、帮会约战"font=18</text><text>text="周二至周日每晚21：30开启、周六周日加开22：30场次，"font=27</text><text>text="侠士可在之中任选其一。\\\n" font=18</text><text>text="2、每个帮会每个时间段只能进行一场约战，同盟帮会之间不可约战。\\\n3、可参加成员必须为本帮正式成员或同盟帮会正式成员，且帮会结盟超过7日。"font=18</text>	ui\Image\Helper\帮会约战1.tga	<text>text="帮会约战实现天气变化、物件破坏、碎片四射的爆炸等逼真特效，并以器械攻城、轻功偷袭、机关暗算、动态升阶等诸多策略战术，为热衷于硬派PK和谋略的英雄侠士开启波澜壮阔的战争!" font=18</text>	
331	牢狱系统	日月明尊	ui\Image\Helper\牢狱系统1.tga	<text>text="全新“牢狱”系统将开放新场景地图。仇杀其他侠士（80级以下侠士无法成为仇杀对象），会增加自身“杀气值”，若“杀气值”超过200，将被官府通缉，抓捕后即被关入监狱之中。“杀气值”越高，则捕快越强，超过200时，若被捕快侠士击败，也将被送入监狱之中。"font=18</text>	ui\Image\Helper\牢狱系统2.tga	<text>text="通过牢狱系统，侠士可在阵营和帮派之外自由选择向善还是从恶！若选择为恶，将与世俗官府和所有玩家为敌，体验与众不同的刺激人生。若厌恶了无尽的杀戮，可在监狱中改过自新，完成典狱官发布的任务；或积极参加劳动改造；或待刑期已满自然出狱。"font=18</text>			<text>text="牢狱系统 江湖告急\\\n      《剑网3》牢狱系统，地图不同场景中有官衙、监牢、地道、破木箱、铁链、弯钩刑具等建筑或物品，同时也有监狱长、狱卒、恶徒、狱友等不同出身的NPC，其中狱卒会不断的巡逻，若侠士恰好捡到其丢失的物品，可归还于他，即可降低些许“杀气值”。另外，狱卒有意考验侠士身手，若侠士能完成狱卒要求，令其满意，亦可降低自身“杀气值”。最终若侠士“杀气值”低于150，即可出狱。监狱外围还将开放日常任务，所有侠士均可前往，完成任务后即可降低自身“杀气值”。" font=18</text>
332	全新休闲	日月明尊	ui\Image\Helper\门派事件1.tga	<text>text="《剑网3》将开启庞大世界动态事件，让诸位侠士体验动态江湖 - 九大门派将面临入侵危机，诸位侠士的态度将决定某一门派的成败！\\\n藏剑山庄门派事件：叶凡与小婉经历重重坎坷后终喜结连理，藏剑山庄上上下下都分外热闹，叶凡也换上了新郎装准备迎娶唐小婉。"font=18</text>	ui\Image\Helper\门派事件2.tga	<text>text="门派事件将于每晚19:00-20:00进行，同一时间只有一场门派事件开启。\\\n"font=27</text><text>text="万花门派事件：烛龙殿失利之后，司徒一一认为各门派以多欺少才能打败他的雷神。于是干脆率领手下匠人，来到水月宫摆下九子连环阵，要在机甲术上与僧一行分个胜负。"font=18</text>	ui\Image\Helper\门派事件3.tga	<text>text="1、" font=18</text><text>text="龙潭神兵" font=164</text><text>text="惊现江湖，各路侠士均可获得。侠士获得" font=18</text><text>text="玄龙石" font=68 link="ItemLinkInfo/5/17454"</text><text>text="后还可对神兵进行强化升级，神兵的属性会随着等级的提升而提升。\\\n2、" font=18</text><text>text="玄龙石" font=68 link="ItemLinkInfo/5/17454"</text><text>text="可通过完成" font=18</text><text>text="大战日常，黑龙，茶馆" font=27</text><text>text="获得。"font=18</text>	
334	介绍		ui\Image\Helper\2014元旦活动.tga						<text>text="元旦到来之际，龙门荒漠黄沙漫天，据说此乃一年一次的天地异象，在这片黄沙下埋藏着不为人知的宝藏，也被这场沙暴卷入空中。欲寻得神秘宝藏的武林人士请速速赶至龙门客栈一探究竟吧！" font=18</text>
335	力破金蛋		ui\Image\Helper\2014元旦-金蛋1.tga	<text>text="各位侠士在各大主城“节日大使”处可接取到“何谓龙门飞剑？”的指引任务，根据任务指示便可找到位于主城活动区的知情者“苏慧蓉”，了解到更多活动内容。" font=18</text>	ui\Image\Helper\2014元旦-金蛋2.tga	<text>text="龙门金蛋的用处：在活动区附近右键使用可将金蛋放到地上，金蛋外壳坚硬，需要至少三名侠士轮流运功方可砸开。砸开金蛋后，放置者可随机获得丰厚奖励，运功砸蛋者也将获得“助人为乐”的状态。" font=18</text>			<text>text="活动时间：2013年12月30日7：00—2014年1月13日7：00\\\n参与条件：大于等于50级的侠士均可参与\\\n活动地点：各大主城活动区" font=18</text>
336	介绍		ui\Image\Helper\午夜饭.tga						<text>text="年夜饭活动\\\n      春节前夕，剑心大侠将于每晚七点准时出现在各大主城，摆宴宴请大家。席间，如果将剑心大侠灌醉，侠士还可以获得各种奖励。\\\n" font=18</text><text>text="      活动时间：2013.1.28.-2013.2.9每晚19点-22点；\\\n      活动地点：四大主城。\\\n      参与条件：20级及以上侠士。\\\n"font=27</text><text>text="      活动奖励："font=18</text><text>text="260-280品紫色无畏装备；“剑心的白发”；"font=27</text><text>text="各级五行石、五彩石；各种提高威望、侠义值周上限的道具；各种蓝色、紫色材料等。"font=18</text>
337	活动内容		ui\Image\Helper\午夜饭1.tga	<text>text="活动期间每晚7点"font=27</text><text>text="剑心大侠将在四大主城摆出“年夜饭”宴请玩家。侠士们可以从宴席中获得一些增益状态。" font=18</text>	ui\Image\Helper\午夜饭2.tga	<text>text="席间，剑心大侠会偶尔表演‘剑舞’。侠士可以用" font=18</text><text>text="西山十里香" font=3 link="ItemLinkInfo/5/18583"</text><text>text="向剑心敬酒。如果剑心被灌醉，会跳一些特别的舞蹈--剑心版“贵妃醉酒”。" font=18</text>	ui\Image\Helper\午夜饭3.tga	<text>text="如果侠士将剑心大侠灌醉，那么侠士有机会获得各种奖励。50级及以上的侠士，如果收集齐"font=18</text><text>text="剑心的衣扣、剑心的佩剑、剑心的钱袋"font=27</text><text>text="等三样道具可以找玉贤换取一次抽奖机会，各种极品紫色无畏装备等你来拿！" font=18</text>	
338	介绍		ui\Image\Helper\新春.tga						<text>text="      待到春意盎然时，在南诏之战中了结夙愿的宇晴也将与侠士昔日伙伴陈月一同回归。宇晴作为万花谷七圣之一的“花圣”，曾以经年累月的精心培育铸成花海奇景。值此佳节，玩家可以去万花谷落星湖在宇晴处为自己的意中人放飞花灯，表达自己的爱意，宇晴也将向侠士们赠送花种。\\\n      活动时间：2013年3月11日到3月18日\\\n      活动地点：万花谷落星湖" font=18</text>
339	另类神兵		ui\Image\Helper\2012春节版本2.tga	<text>text="“九大门派”新型特技武器全面推出！纯阳宫上古双剑" font=18</text><text>text="画影" font=74 link="ItemLinkInfo/6/6670"</text><text>text="腾空" font=74 link="ItemLinkInfo/6/6669"</text><text>text=",以“神驹召唤”为特色的天策神兵" font=18</text><text>text="炎枪重黎" font=74 link="ItemLinkInfo/6/6671"</text><text>text="和独有“天象感应”的明教神兵" font=18</text><text>text="圆月双角" font=74 link="ItemLinkInfo/6/6682"</text><text>text="将在诸位侠士的眼前揭开面纱！\\\n天策府专属神兵【炎枪重黎】能唤来神驹烈阳奔虹赤，其形为驰骋沙场而生，所踏之路为烈焰之径。" font=18</text>	ui\Image\Helper\2012春节版本3.tga	<text>text="明教侠士为神兵" font=18</text><text>text="圆月双角" font=74 link="ItemLinkInfo/6/6682"</text><text>text="灌注气劲后，可用催发出巨大的龙卷风。" font=18</text>	ui\Image\Helper\2012春节版本4.tga	<text>text="纯阳门派神兵首次采用雌雄双剑的设定," font=18</text><text>text="画影" font=74 link="ItemLinkInfo/6/6670"</text><text>text="由生之剑入修罗之道，杀孽越多越容易反噬剑主，唯有神兵" font=18</text><text>text="腾空" font=74 link="ItemLinkInfo/6/6669"</text><text>text="方可使其重焕生机。" font=18</text>	
340	通缉悬赏		ui\Image\Helper\2012春节版本7.tga	<text>text="各位江湖侠士，若有仇家但无法凭一己之力解心头之恨，可发布悬赏，寻求江湖高手的协助。"font=18</text><text>text="可通过点选头像右键菜单、点击悬赏排行榜右上角的“发布悬赏按钮”或是右键点选杀手通缉榜中已有的角色来进行悬赏。"font=27</text>	ui\Image\Helper\2012春节版本8.tga	<text>text="被悬赏角色必须满"font=18</text><text>text="80级，且悬赏金额最低位1000金，最高不得超过80万金。"font=27</text><text>text="侠士只可在稻香村、主城、门派、阵营以及争夺地图等场景发布悬赏，且不可悬赏自身。悬赏有效期为7天。"font=18</text>	ui\Image\Helper\2012春节版本9.tga	<text>text="侠士们打开地图可在地图中实时看到本场景中被悬赏的人，而被悬赏的侠士头顶也将有特殊标记进行标识。"font=18</text>	
341	南诏首领		ui\Image\Helper\2012春节版本1.tga	<text>text="史诗秘境南诏皇宫最后的迷雾终于散去，全新隐藏关卡和神秘顶级首领--九天均天君李倓将震撼登场。不仅有南诏泰皇妃首度露面，叛逃的三大恶人也将作为先锋，一同迎战中原豪杰。"font=18</text>	ui\Image\Helper\2012春节版本5.tga	<text>text="部分南诏皇宫首领--九天均天君李倓,掉落物品一览。\\\n更多可查看官网专题。"font=18</text>	ui\Image\Helper\2012春节版本6.tga	<text>text="部分南诏皇宫首领--九天均天君李倓,掉落物品一览。\\\n更多可查看官网专题。"font=18</text>	
342	奖励提升		ui\Image\Helper\2012春节版本10.tga	<text>text="在人物属性界面阵营分页中可查看上周战阶排名，若少侠进入排名前100名，则可领取战阶排名奖励。"font=18</text>	ui\Image\Helper\2012春节版本11.tga	<text>text="战阶排名奖励明细,侠士们可在人物属性界面阵营分页中查看到。\\\n重奖赏豪侠，阵营幸甚有你！"font=18</text>	ui\Image\Helper\2012春节版本12.tga	<text>text="游刃有余勤自得：亲传弟子帮贡、侠义值、威望周上限全面扩充，多劳即多得！侠士们收亲传弟子可以获得更多的" font=18</text><text>text="战魂符" font=77 link="ItemLinkInfo/5/10399"</text><text>text="、" font=18</text><text>text="豪侠符" font=77 link="ItemLinkInfo/5/10397"</text><text>text="、" font=18</text><text>text="匡义符" font=77 link="ItemLinkInfo/5/10398"</text><text>text="，来提高这三种数值的周上限。" font=18</text>	
343	介绍		ui\Image\Helper\花朝节1.tga						<text>text="《剑网3》新版本“迎春版”将于3月14日正式开启，三组新服蓄势待发。传统节日盛典“花朝节”今日火爆上线，落星湖畔诉衷情，美满心愿传千里；故人相逢施援手，闯荡江湖不用愁。另外为了回馈诸位玩家对《剑网3》的热切支持，覆盖全区全服的大型动态事件即将开启，充值促销还有趣味挂件和马具相赠！"font=18</text>
344	红颜天香		ui\Image\Helper\花朝节2.tga	<text>text="宇晴会奖励给玩家自己亲手培育的月季花的种子，玩家可以在这百花齐放的花朝节，亲自种花赏花，收获自己的花朵。鲜花人人爱，玩家携带或者使用该月季花，更是可以在特定时候触发小月的帮忙。"font=18</text>	ui\Image\Helper\花朝节3.tga	<text>text="当携带有月季花的玩家身负重伤时（被玩家击杀除外），小月会及时赶到玩家身边用爱的锋针救助玩家。玩家亦可主动使用月季花召唤小月来救助其他重伤的玩家。须注意，试炼之地，浩气盟，恶人谷，战场，名剑大会，25人南诏皇宫等场景无法触发小月的救助。"font=18</text>	ui\Image\Helper\花朝节4.tga	<text>text="在击杀盗宝贼时，玩家也可以使用月季花召请出陈月进行帮忙。有万花弟子小月从旁协助，疗伤，攻击，减速辅助，各位大侠对付盗宝贼将更加得心应手。"font=18</text>	
345	介绍		ui\Image\Helper\2013迎春版.tga						<text>text="《剑网3》新版本“迎春版”将于3月14日正式开启，三组新服蓄势待发。传统节日盛典“花朝节”今日火爆上线，落星湖畔诉衷情，美满心愿传千里；故人相逢施援手，闯荡江湖不用愁。另外为了回馈诸位玩家对《剑网3》的热切支持，覆盖全区全服的大型动态事件即将开启，充值促销还有趣味挂件和马具相赠！"font=18</text>
346	红颜天香		ui\Image\Helper\花朝节2.tga	<text>text="宇晴会奖励给玩家自己亲手培育的月季花的种子，玩家可以在这百花齐放的花朝节，亲自种花赏花，收获自己的花朵。鲜花人人爱，玩家携带或者使用该月季花，更是可以在特定时候触发小月的帮忙。"font=18</text>	ui\Image\Helper\花朝节3.tga	<text>text="当携带有月季花的玩家身负重伤时（被玩家击杀除外），小月会及时赶到玩家身边用爱的锋针救助玩家。玩家亦可主动使用月季花召唤小月来救助其他重伤的玩家。须注意，试炼之地，浩气盟，恶人谷，战场，名剑大会，25人南诏皇宫等场景无法触发小月的救助。"font=18</text>	ui\Image\Helper\花朝节4.tga	<text>text="在击杀盗宝贼时，玩家也可以使用月季花召请出陈月进行帮忙。有万花弟子小月从旁协助，疗伤，攻击，减速辅助，各位大侠对付盗宝贼将更加得心应手。"font=18</text>	
347	抢亲活动		ui\Image\Helper\抢亲活动1.tga	<text>text="3月14日7:00至3月18日22:00"font=27</text><text>text="，少侠可到各主城"font=18</text><text>text="玉贤" font=27</text><text>text="处接取拷问任务，从沈剑心的随从处得到沈剑心的消息。"font=18</text>	ui\Image\Helper\抢亲活动2.tga	<text>text="3月18日20:30"font=27</text><text>text="，各"font=18</text><text>text="可寻宝场景" font=27</text><text>text="（各门派场景、枫华谷、洛道、寇岛、金水镇、成都、五毒、黑龙沼、白龙口）均会出现沈剑心的踪迹，烦请各位少侠协助玉贤寻找，即便是沈剑心雇用的帮手假扮，击退后亦会获得极为丰厚的奖励！"font=18</text>	ui\Image\Helper\抢亲活动3.tga	<text>text="若侠士们在"font=18</text><text>text="3月18日22:00"font=27</text><text>text="仍未能将沈剑心真身找到并击败，玉贤则会对剑心彻底寒心，但仍会感激各位侠士的帮助而赠送大量的奖励；若在此之前将其找到并击败，则会获得更为丰厚的奖励！" font=18</text>	
348	杀手活动		ui\Image\Helper\杀手活动1.tga	<text>text="杀手头目“姬别情”。"font=18</text>	ui\Image\Helper\杀手活动2.tga	<text>text="满级侠士可前往长安城茶馆附近寻找姬别情一探究竟。"font=18</text>	ui\Image\Helper\杀手活动3.tga	<text>text="满级侠士使用"font=18</text><text>text="【炙血蛊】"font=27</text><text>text="，可开启屠杀模式；使用"font=18</text><text>text="【饮血虫】"font=27</text><text>text="，可关闭屠杀模式。"font=18</text>	
349	全新装备		ui\Image\Helper\全新装备1.tga	<text>text="【帮贡再添新兵刃  我穿我用我怕谁】290品帽子腰带及专属武器，伴你走上脱贫致富，直奔小康之路！"font=18</text>	ui\Image\Helper\全新装备2.tga	<text>text="【侠义兑换破军套  巅峰装备勤自得】顶级套装再添全新获取途径，侠义值轻松可换！多参与，早毕业！"font=18</text>	ui\Image\Helper\全新装备3.tga	<text>text="新装备例图预览。"font=18</text>	
350	牢狱风云		ui\Image\Helper\牢狱风云1.tga	<text>text="监狱中的侠士，可潜入传说中的极恶厅，开启一场只有杀戮没有退路的生死决战。"font=18</text>	ui\Image\Helper\牢狱风云2.tga	<text>text="不断的杀戮极恶厅狱友NPC和狱友玩家累积“杀意”效果，提升自己能力。"font=18</text>	ui\Image\Helper\牢狱风云3.tga	<text>text="“杀意”效果累积到100层时（最高100层），可尝试挑战极恶厅首领马龙，若能战胜，便可降低“杀气值”逃出牢狱！" font=18</text>	
351	阵营押镖		ui\Image\Helper\阵营押镖1.tga	<text>text="周三和周五晚18：00-23：59可在南屏山和昆仑的阵营驿站，找阵营镖师接取押镖任务。"font=18</text>	ui\Image\Helper\阵营押镖2.tga	<text>text="成功将四份镖银送往指定地点，可以获得额外奖励。每次被对立阵营击杀会损失一份镖银。"font=18</text>	ui\Image\Helper\阵营押镖3.tga	<text>text="如果抢夺到敌对阵营的镖银，可以在阵营收货人处换取奖励。"font=18</text>	
352	充值促销		ui\Image\Helper\20133月充值促销1.tga	<text>text="百花争艳迎春至，充值促销送豪礼。充值游戏时间、消耗通宝同样有效！活动期间充值时间及消耗通宝累计达到或超过60元但不足120元时，可以获得一呼天下应的"font=18</text><text>text="【战旗.一统江湖】"font=35</text>	ui\Image\Helper\20133月充值促销2.tga	<text>text="充值时间及消耗通宝累计达到或超过120元时，不仅可获得"font=18</text><text>text="【战旗.一统江湖】"font=35</text><text>text="，还能获得提高移动速度、抗摔属性、马术气力值恢复速度及最大值的全套马具"font=18</text><text>text="【血烟金风足饰】、【血烟金风鞍饰】、【血烟金风头饰】"font=74</text>	ui\Image\Helper\20133月充值促销3.tga	<text>text="活动期间充值时间、消耗通宝更有"font=18</text><text>text="150%积分回馈！"font=27</text>	
353	全新外观		ui\Image\Helper\全新外观1.tga	<text>text="成衣店新到款式：繁.花梦！"font=18</text>	ui\Image\Helper\全新外观2.tga	<text>text="侠士只需进入成衣店系统，即可试穿查阅对应服饰，而这些天工巧物自是价值不菲，能否穿戴其一招摇过市，当然还是要看诸位的腰包是否厚实了!"font=18</text>	ui\Image\Helper\全新外观3.tga	<text>text="成衣店新到款式：繁.花梦！"font=18</text>	
354	介绍		ui\Image\Helper\2013清明.tga						<text>text="      我朝玄宗皇帝曾诏令天下“寒食上墓”，后因寒食清明先后紧相连，故百姓将之合而为一。近日来大家都在准备祭祀之物，田野道路，士女遍满，皂隶佣丐，皆得父母丘墓。清明时节常有踏青、郊游等活动，侠士们若有兴趣，就赶快参加吧！\\\n      活动时间：2013.4.4早7点-2013.4.18早7点\\\n      参与条件：20级及以上侠士。" font=18</text>
355	节日任务		ui\Image\Helper\七夕节日大使.tga	<text>text="四大主城城门口处的“节日大使”将会指引侠士们参与清明活动，还可在其处了解清明习俗哦。" font=18</text>	ui\Image\Helper\2012清明1.tga	<text>text="在四大主城活动区的侠士们可找到来自杏花村的小夏亦，可以从他那里接取很多节日任务哦。" font=18</text>	ui\Image\Helper\2012清明2.tga	<text>text="扬州和成都城，小夏亦所在位置。" font=18</text>	
356	节日奖励		ui\Image\Helper\2013清明1.tga	<text>text="挂件“繁华梦.离魄”，侠士们可在挖宝过程中得到“柳枝”和“布条”，搜集达到需求数量后，完成“谁作轻鸢壮远观”任务便可兑换了。" font=18</text>	ui\Image\Helper\2013清明2.tga	<text>text="活动期间，侠士们在寻宝时有几率会遇到凶恶的醉猿，击败它可是有机会获得310品的紫色戒指。" font=18</text>	ui\Image\Helper\2013清明3.tga	<text>text="需要提醒各位侠士的是，醉猿需要至少三人组队方能进行攻击哦。" font=18</text>	
357	节日商店		ui\Image\Helper\2013清明4.tga	<text>text="商店里不仅可以购买今年的稀有萌坐骑：杏花雨，更可以购买往年清明的精美挂件：纸鸢、暮春寒，让初入江湖的各位大侠不会再有遗憾。" font=18</text>	ui\Image\Helper\2013清明5.tga	<text>text="沾衣不湿杏花雨，哞~~~哞~~~哞~~~" font=18</text>	ui\Image\Helper\2012清明节5.tga	<text>text="暮春乱红跹飞去，寒食东风散轻烟。" font=18</text>	
358	介绍		ui\Image\Active\代言1.tga						<text>text="代言《剑网3》活动\\\n      内容为：刚“结婚”不久的剑心、玉贤决定携“虚空交椅”，在主城大摆宴席，在手艺和厨艺上一决高下。各位侠士不妨前往主城一探究竟。\\\n      活动时间：2013年5月2日早上七点到6月3日早上七点；\\\n      活动地点：四大主城；\\\n      参与条件：20级及以上侠士。\\\n      活动奖励：极品紫色无畏装备；各级五行石、五彩石；各种蓝色、紫色材料等，更有"font=18</text><text>text="《剑网3》精美限量版实体收藏卡"font=74</text><text>text="送出！" font=18</text>
359	活动内容		ui\Image\Active\代言2.tga	<text>text="“妙手生津”沈大少亲自在各大主城摆出秘制“豪侠宴”，玩家可以从宴席中获得一些增益buff。这对恩怨夫妻，前有玉贤“逼婚”，后又在主城“大摆宴席”，究竟所为何事，侠士不妨前去探个究竟。" font=18</text>	ui\Image\Active\代言3.tga	<text>text="“剑心、玉贤携特制的交椅亮相各大主城！"font=18</text><text>text="坐上去巡游各大主城"font=74</text><text>text="，到底是羡慕嫉妒恨，还是空虚寂寞冷，等你来判！" font=18</text>	ui\Image\Active\代言4.tga	<text>text="“侠士帮助剑心收集各种烹饪材料，即可获得“虚空宝箱”，此外，坐虚空交椅的玩家也会掉落该宝箱！开启宝箱，各种极品紫色无畏装备、材料、五行石等你来拿，"font=18</text><text>text="《剑网3》限量版收藏卡尽在其中"font=74</text><text>text="！同时，玉贤每天都会开启用“虚空宝箱”竞拍体验虚空交椅的机会，各位感兴趣的侠士切莫错过！" font=18</text>	
360	介绍		ui\Image\Helper\乱世浮生1.tga						<text>text="乱世浮生\\\n      活动期间玩家可以在主城茶馆附近接取各门派侠士发布的日常任务，丐帮始动帮主郭岩侠义江湖，计划刺杀奸臣李林甫，诸位侠士可前往枫华谷与丐帮弟子并肩作战诛杀奸贼为名除害。\\\n     北方狼牙军对我中原土地虎视眈眈频频骚扰我洛阳虎牢关，还请侠士出手助我边关天策将士一臂之力！" font=18</text>
361	奖励详情		ui\Image\Helper\乱世浮生2.tga	<text>text="每日的“大战”，“黑龙”，“茶馆”所获得的威望，帮贡，侠义值" font=18</text><text>text="翻倍" font=27</text><text>text="。玄龙石奖励为平常的" font=18</text><text>text="三倍" font=27</text><text>text="（即每天可获得9块）。" font=18</text>	ui\Image\Helper\乱世浮生3.tga	<text>text="侠士" font=18</text><text>text="90级" font=27</text><text>text="时方能使用。\\\n开启宝盒可获得不占周上限的" font=18</text><text>text="1000威望，1000帮贡，100侠义值" font=27</text><text>text="。\\\n" font=18</text><text>text="此物品不会被安史之乱资料片清零。" font=27</text>	ui\Image\Helper\乱世浮生4.tga	<text>text="10人/25人的南诏皇宫和烛龙殿，每个BOSS"font=18</text><text>text="额外掉落两件装备"font=27</text><text>text="。" font=18</text>	
362	活动详情		ui\Image\Helper\乱世浮生5.tga	<text>text="活动期间玩家可在主城茶馆接到活动相关的日常任务，完成任务后可获得具有丐帮特色"font=18</text><text>text="腰部挂件"font=27</text><text>text="。" font=18</text>	ui\Image\Helper\乱世浮生6.tga	<text>text="丐帮帮主郭岩将出现在枫华谷，带领丐帮高手行刺奸贼李林甫，望众侠士能与丐帮弟子并肩作战铲除奸臣为民除害。侠士参与刺杀行动将可获得" font=18</text><text>text="300侠义值" font=27</text><text>text="的奖励，击杀凌雪阁护卫将有几率获得增加" font=18</text><text>text="500帮贡上限，40侠义值" font=27</text><text>text="的物品。" font=18</text>	ui\Image\Helper\乱世浮生7.tga	<text>text="狼牙军驻扎我洛阳虎牢关外，侵入开始后每天的整点时刻会有小股狼牙兵在虎牢关附近，还请侠士出手助我边关天策将士一臂之力。侠士参与抵抗狼牙军将可获得"font=18</text><text>text="300侠义值"font=27</text><text>text="的奖励。" font=18</text>	
363	介绍		ui\Image\Helper\15级加入门派.tga						<text>text="加入门派：\\\n      当今江湖，有十三大门派：少林、万花、天策、纯阳、七秀、藏剑、五毒、唐门、明教、丐帮、苍云、长歌、霸刀。\\\n     十三大门派武学各有特色，少侠可在新手镇门派接引人处进行了解，选择加入自己喜欢的门派。" font=18</text>
364	奇穴修炼		ui\Image\Helper\奇穴2.tga	<text>text="每位加入门派的侠士等级到达" font=18</text><text>text="15级" font=27</text><text>text="。就可以解锁奇穴来学习奇穴招式了。所有侠士只能开启本门派的奇穴。（无法开启第二门派的奇穴）" font=18</text>	ui\Image\Helper\奇穴3.tga	<text>text="奇穴可以通过点击主界面系统栏中的" font=18</text><text>text="武学界面按钮或按快捷键P" font=27</text><text>text="来打开界面进行修习。" font=18</text>	ui\Image\Helper\奇穴4.tga	<text>text="奇穴界面位于武学面板的下方，会随着等级提升逐渐解锁新奇穴和新效果。" font=18</text>	
365	奇穴一览		ui\Image\Helper\奇穴5.tga	<text>text="一个门派根据内功的不同有两系效果不同的奇穴。" font=18</text>	ui\Image\Helper\奇穴6.tga	<text>text="需要通过消耗一定的修为，来学习和解锁不同的奇穴效果。" font=18</text>	ui\Image\Helper\奇穴7.tga	<text>text="奇穴界面一览。" font=18</text>	
366	介绍		ui\Image\Helper\安史之乱.tga						<text>text="“安史之乱”资料片震撼开测！" font=27</text><text>text="\\\n        天宝十四年，唐玄宗宠信的范阳节度史安禄山发动叛乱。山河破碎，胡虏乱华，民不聊生。当此乱世，正英雄奋起之时也！老将郭子仪、九天之李复、东海方乾、不败剑圣纷纷出手。援天策府、踏马嵬坡、入华清池、登大明宫、鏖战狼宗之主安禄山，百战方生平，值此危乱，谁人可展露绝学，一力挽此天之倾？\\\n充值抽奖--十重好礼，百万回馈\\\n全新外观--换装易容，华服千面\\\n全新门派--丐帮始动，双人轻功\\\n全新秘境--探军械库，登大明宫\\\n全新竞技--赛季再开，上品神兵\\\n经脉新篇--系统重制，崭新玩法\\\n玩法进阶--更多玩点，技艺改造\\\n" font=18</text>
367	充值抽奖		ui\Image\Helper\安史充值1.tga	<text>text="活动时间：" font=27</text><text>text="2013年6月7日上午7：00-2013年6月27日上午7：00\\\n" font=18</text><text>text="游戏内150%积分回馈时间：" font=27</text><text>text="2013年6月7日上午7：00——2013年6月27日上午7：00\\\n" font=18</text><text>text="激活码领取及游戏内兑换有效期：" font=27</text><text>text="2013年6月7日12：00--2013年7月5日12：00" font=18</text>	ui\Image\Helper\安史充值2.tga	<text>text="同大区累计充值时间及消耗通宝金额达到相应额度即可获能演奏的精美" font=18</text><text>text="背部挂件【胡不归】、可双人同骑的水上坐骑【渡情】 、会轻功的超级智能跟宠【不二猴】" font=27</text><text>text="！侠士可进入游戏前往主城门口找到NPC" font=18</text><text>text="“黄字零零玖”" font=27</text><text>text="或者直接打开游戏界面右上角的" font=18</text><text>text="活动日历界面" font=27</text><text>text="兑换激活码。" font=18</text>	ui\Image\Helper\安史充值3.tga	<text>text="每充值时间或者消耗通宝达15元均可抽奖一次！" font=27</text><text>text="Iphone5、包年点卡、西山居豪华旅游团、玲珑密保锁（实体版）、NVIDIA GeForce高端显卡、外观兑换券、罗伞·蝶恋花、遗失的美好、遗失的尊敬、安史之乱礼包等" font=18</text><text>text="十重好礼百万回馈" font=27</text><text>text="等你来拿！详见官网活动专题。" font=18</text>	
368	全新外型		ui\Image\Helper\安史外观1.tga	<text>text="侠士" font=18</text><text>text="可从右上角小地图菜单栏中“外观“按钮点" font=27</text><text>text="击打开外观界面，也可用默认的快捷键" font=18</text><text>text="“Shift+E”" font=27</text><text>text="打开外观界面。\\\n换装、拓印、易容、成衣店、积分回馈等，能让众侠士外观更潇洒，更与众不同。\\\n" font=18</text>	ui\Image\Helper\安史外观2.tga	<text>text="易容商店推出" font=18</text><text>text="全新发型和脸型" font=27</text><text>text="，有心仪的侠士可以打开外观界面进行套装预览哦！\\\n" font=18</text>	ui\Image\Helper\安史外观3.tga	<text>text="外观商店推出全新套装" font=27</text><text>text="，有心仪的侠士可以打开外观界面进行套装预览哦！\\\n" font=18</text>	
369	全新门派		ui\Image\Helper\安史丐帮1.tga	<text>text="丐帮轻功举世无双，可双人一同施展。" font=27</text><text>text="\\\n丐帮崇尚侠义之道。传至现任帮主郭岩，丐帮也才不过第二代，却已是号称五十万帮众的天下第一大帮。丐帮降龙掌法至刚至猛，打狗棒法变幻无穷，丐帮武学讲求一气呵成，招招连贯，令敌人应接不暇。\\\n" font=18</text>	ui\Image\Helper\安史丐帮2.tga	<text>text="丐帮--降龙掌：" font=27</text><text>text="丐帮神功，威震天下，堪称阳刚之至。精要之处全在运劲发力，劲强力猛取胜，每出一掌均有龙吟虎啸之势，蕴含绝大威力，无坚不摧，无固不破。\\\n" font=18</text>	ui\Image\Helper\安史丐帮3.tga	<text>text="丐帮--打狗棒法：" font=27</text><text>text="丐帮代代相传的棒法，施展之时棒影飞舞，威力惊人，更有万千精妙变化，绝不容敌人有丝毫喘息的机会，实已臻至中原武学之绝诣。" font=18</text>	
