ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	IconFrame	BackgroundImage3
327	纯阳·星野剑阵		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="太极广场" font=229 link="NPCGuide/112"</text><text>text="参与纯阳门派事件。" font=18</text>		<text>text="西昇大典第二日乃是论武大会，纯阳观于太极广场布下星野剑阵，名为论剑操演，实则为引出星宿老仙。\\\n诸侠士需协助纯阳修复、完成剑阵，并协力抵御星宿老仙的进攻。\\\n星宿老仙千秋子于小星宿海中获得武侯移星术以及上古毒经残卷的另外版本后，闭关潜心修炼秘术多年，如今实力更胜从先，侠士须得小心行事。\\\n" font=18</text>	4	10;	2	ui\Image\Active\活动场景\纯阳星野剑阵.tga	ui\Image\Active\ActivityFistPage\RecommendBig\纯阳星野剑阵.tga						10319	1							0~999	7	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\纯阳星野剑阵.tga
328	纯阳·西昇大典		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="太极广场" font=229 link="NPCGuide/112"</text><text>text="参与纯阳门派事件。" font=18</text>		<text>text="经过五天时间的筹备，西昇大典正式举行。\\\n纯阳观在太极广场搭起多座祭坛、并设香炉数座，侠士可焚香供奉老祖，亦或观摩、助纯阳炼丹，亦或是为族人、挚友刻下祈福锁祈福，纯阳观均有好礼相赠。\\\n此外，诸位侠士还可通过太极广场中三个祭坛，体验纯阳轻身秘术，若有能者摘得空中纸符，便可得老祖护佑。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\纯阳西升大典.tga	ui\Image\Active\ActivityFistPage\RecommendBig\纯阳西升大典.tga						10318	1							0~999	7	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\纯阳西升大典.tga
329	少林·山雨欲来		4	5	95		17				0			<text>text="侠士可前往少林" font=18</text><text>text="证道院" font=229 link="NPCGuide/932"</text><text>text="及" font=18</text><text>text="达摩堂" font=229 link="NPCGuide/933"</text><text>text="附近参与少林门派事件。" font=18</text>		<text>text="       东瀛仲虚念带领使团前往少林，名为禅武交流，实则来者不善，现今已到少室山下。少林虽无意相争，也可藉此契机检阅弟子佛法武学修为，劝诫众僧勉力修行，至于扰乱佛门清净之徒，亦当薄施惩戒，以儆效尤。" font=18</text>	4	10	2	ui\Image\Active\活动场景\少林山雨欲来.tga	ui\Image\Active\ActivityFistPage\RecommendBig\少林山雨欲来.tga						10317	1							0~999	5	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\少林山雨欲来.tga
330	少林·禅武较量		4	5	95		17				0			<text>text="　　请众侠士至" font=18</text><text>text="少林寺门前" font=229 link="NPCGuide/934"</text><text>text="观摩盛会" font=18</text>		<text>text="       东瀛使团已上少林，两国高僧禅武相较。众侠士请速至少林寺前观摩盛会，必能获益匪浅。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\少林禅武较量.tga	ui\Image\Active\ActivityFistPage\RecommendBig\少林禅武较量.tga						10318	1							0~999	5	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\少林禅武较量.tga
331	少林·荡除心魔		4	5	95		17				0			<text>text="请众侠士至少林寺" font=18</text><text>text="莲池旁" font=229 link="NPCGuide/935"</text><text>text="共结善缘" font=18</text>		<text>text="       前日虚念大师为慧武所伤，外加执念缠心以致昏迷不醒。少林众僧慈悲为怀，正设法救治重伤的虚念大师，恰逢大雄宝殿前紫莲六年一开，众侠士请速至少林与会，助其荡除心魔，共结善缘。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\少林荡除心魔.tga	ui\Image\Active\ActivityFistPage\RecommendBig\少林荡除心魔.tga						10319	1							0~999	5	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\少林荡除心魔.tga
332	天策·筹备		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="天策天枪残阵" font=229 link="NPCGuide/926"</text><text>text="附近参加天策门派事件。" font=18</text>		<text>text="1、在天枪残阵收集机关残骸，即可获得个人贡献。\\\n2、运送物资车前去药师观。\\\n3、可在药师观守卫天策工匠修复机关。" font=18</text>	4	10	2	ui\Image\Active\活动场景\天策筹备.tga	ui\Image\Active\ActivityFistPage\RecommendBig\天策筹备长条.tga						10317	1							0~999	158	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\天策筹备长条.tga
333	天策·阻击		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="天策·战乱药师观" font=229 link="NPCGuide/927"</text><text>text="参与天策门派事件。" font=18</text>		<text>text="       天策接到线报，密探阶苔成功归来。\\\n       天策府邀请各门派侠士相助阶苔归来，阶苔归来之路，前有狼牙堵截，隐元会阁主之一的“游龙先生”也带领诸多隐元会人士时刻可能追杀而来。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\天策狙击.tga	ui\Image\Active\ActivityFistPage\RecommendBig\天策狙击长条.tga						10318	1							0~999	158	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\天策狙击长条.tga
334	天策·战！		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="天策·战乱药师观" font=229 link="NPCGuide/927"</text><text>text="参与天策门派事件。" font=18</text>		<text>text="       阶苔顺利归来，但事情远远没有结束。\\\n       九天之一的无名带着他的玩具“影傀儡”杀来天策，危机时刻，曹雪阳及时赶到拦下无名。请诸位侠士协助曹雪阳击退来犯的无名。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\天策战.tga	ui\Image\Active\ActivityFistPage\RecommendBig\天策战长条.tga						10319	1							0~999	158	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\天策战长条.tga
335	藏剑·熔炼寒铁		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="藏剑楼外楼" font=229 link="NPCGuide/917"</text><text>text="附近参与藏剑门派事件。" font=18</text>		<text>text="1、将寒玉铁矿石上交给叶泊秋，或者击杀前来偷矿的江湖宵小，都可获得个人贡献。\\\n2、藏剑弟子可以向炼天炉内传递剑气，以获得个人贡献。\\\n3、将寒玉铁暂时放下可以缓缓地驱除寒气，但是要小心防备不被偷走。" font=18</text>	4	10	2	ui\Image\Active\活动场景\藏剑熔炼寒铁.tga	ui\Image\Active\ActivityFistPage\RecommendBig\藏剑熔炼寒铁2.tga						10317	1							0~999	49	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\藏剑熔炼寒铁2.tga
336	藏剑·铸造神兵		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="藏剑楼外楼" font=229 link="NPCGuide/917"</text><text>text="附近参与藏剑门派事件。" font=18</text>		<text>text="1、协助铸剑师锻打兵器，即可获得个人贡献。\\\n2、藏剑弟子可以以自身精血灌注神兵，以获得个人贡献。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\藏剑锻造神兵.tga	ui\Image\Active\ActivityFistPage\RecommendBig\藏剑锻造神兵2.tga						10318	1							0~999	49	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\藏剑锻造神兵2.tga
337	藏剑·名剑新生		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="藏剑楼外楼" font=229 link="NPCGuide/917"</text><text>text="附近参与藏剑门派事件。" font=18</text>		<text>text="1、狼牙军贼心不死，听闻神兵出世，前来抢夺，众侠士需启齐心协力将其击败。\\\n" font=18</text>	4	10;	2	ui\Image\Active\活动场景\藏剑名剑新生.tga	ui\Image\Active\ActivityFistPage\RecommendBig\藏剑名剑新生2.tga						10319	1							0~999	49	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\藏剑名剑新生2.tga
338	五毒·毒蚊幼虫		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="五毒幽魂草泽" font=229 link="NPCGuide/944"</text><text>text="附近参与五毒门派事件。" font=18</text>		<text>text="1、在幽魂草泽附近找到玛索了解驱除毒虫的方法。\\\n2、与江湖同伴一同布阵引出毒虫。\\\n3、击败毒虫，不过只有一同布阵的同伴才可获得奖励。" font=18</text>	4	10	2	ui\Image\Active\活动场景\五毒-毒蚊幼虫2.tga	ui\Image\Active\ActivityFistPage\RecommendBig\五毒-毒蚊幼虫.tga						10317	1							0~999	102	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\五毒-毒蚊幼虫.tga
339	五毒·天一阴谋		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="五毒圣兽潭" font=229 link="NPCGuide/945"</text><text>text="附近参与五毒门派事件。" font=18</text>		<text>text="1、前往圣兽潭找到图谋不轨的公治菱。\\\n2、在曲云到达前抵挡公治菱与植尸将。\\\n3、完成曲云的任务也可以获得奖励，不过之前获取过奖励的玩家不可再次获取。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\五毒-天一阴谋2.tga	ui\Image\Active\ActivityFistPage\RecommendBig\五毒-天一阴谋1.tga						10318	1							0~999	102	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\五毒-天一阴谋1.tga
340	五毒·噬魂金虎		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="五毒总坛" font=229 link="NPCGuide/946"</text><text>text="附近参与五毒门派事件。" font=18</text>		<text>text="1、前往五毒总坛找到入侵五毒的噬魂金虎。\\\n2、在玛索将丹药炼成之前抵挡噬魂金虎。\\\n3、完成玛索的任务也可以获得奖励，不过之前获取过奖励的玩家不可再次获取。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\五毒-噬魂金虎2.tga	ui\Image\Active\ActivityFistPage\RecommendBig\五毒-噬魂金虎1.tga						10319	1							0~999	102	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\五毒-噬魂金虎1.tga
341	唐门·兄弟之争		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="唐家堡" font=229 link="NPCGuide/940"</text><text>text="前面的广场参与唐门门派事件。" font=18</text>		<text>text="1、在唐无乐处选择支持唐傲天，或者在唐无寻处选择支持唐傲侠，在活动期间内不得更改。\\\n2、协助己方势力完成新型机甲的研制，如：测试机甲灵活性、防御性或上交散落的零件，以获得个人贡献。" font=18</text>	4	10	2	ui\Image\Active\活动场景\唐门兄弟之争.tga	ui\Image\Active\ActivityFistPage\RecommendBig\唐门兄弟之争.tga						10317	1							0~999	122	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\唐门兄弟之争.tga
342	唐门·机甲对决		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="唐家堡" font=229 link="NPCGuide/940"</text><text>text="前面的广场参与唐门门派事件。" font=18</text>		<text>text="1、驾驶己方小型机甲摧毁对方势力的大型机甲！" font=18</text>	4	10;	2	ui\Image\Active\活动场景\唐门机甲对决.tga	ui\Image\Active\ActivityFistPage\RecommendBig\唐门机甲对决.tga						10318	1							0~999	122	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\唐门机甲对决.tga
343	唐门·对抗狼牙		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="唐家堡" font=229 link="NPCGuide/940"</text><text>text="前面的广场参与唐门门派事件。" font=18</text>		<text>text="　　唐门的机甲之战方告一段落，狼牙军便上门讨取订制的机关暗器。众位侠士可以前往唐门，共抗狼牙。\\\n1、保护昨日获胜的机甲，让工匠将其修复至最佳状态。\\\n2、协助机甲击退狼牙军。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\唐门狼牙来袭.tga	ui\Image\Active\ActivityFistPage\RecommendBig\唐门狼牙来袭.tga						10319	1							0~999	122	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\唐门狼牙来袭.tga
344	明教·漫漫朝圣路		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="明教遥远绿洲" font=229 link="NPCGuide/941"</text><text>text="附近参与明教门派事件。" font=18</text>		<text>text="1、拯救陷入流沙的朝圣者，进入流沙范围内，选中被困的朝圣者，使用救助技能扔出套索，将其拉出流沙范围，即可获得个人贡献。\\\n2、击败绿洲附近盘踞的红衣教弟子。" font=18</text>	4	10	2	ui\Image\Active\活动场景\明教-漫漫朝圣路方.tga	ui\Image\Active\ActivityFistPage\RecommendBig\明教-漫漫朝圣路长.tga						10317	1							0~999	150	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\明教-漫漫朝圣路长.tga
345	明教·明尊大典		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="明教圣墓山" font=229 link="NPCGuide/942"</text><text>text="附近参与明教门派事件。" font=18</text>		<text>text="在圣墓山顶参加明尊大典。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\明教-明尊大典方.tga	ui\Image\Active\ActivityFistPage\RecommendBig\明教-明尊大典长.tga						10318	1							0~999	150	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\明教-明尊大典长.tga
346	明教·血染红衣		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="明教三生树" font=229 link="NPCGuide/943"</text><text>text="附近参与明教门派事件。" font=18</text>		<text>text="消灭盘踞在三生树附近的红衣教势力，击退红衣教圣女安雨。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\明教-血染红衣方.tga	ui\Image\Active\ActivityFistPage\RecommendBig\明教-血染红衣长.tga						10319	1							0~999	150	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\明教-血染红衣长.tga
347	丐帮·美酒飘香		4	5	95		17				0			<text>text="侠士可前往丐帮总舵北边的君山寻找" font=18</text><text>text="蒋方文" font=229 link="NPCGuide/938"</text><text>text="参与丐帮门派事件。" font=18</text>		<text>text="　　　　尹天赐平安归来，恰逢尹天赐寿辰，丐帮上下同贺，少侠可前往帮助筹备这场盛会！" font=18</text>	4	10	2	ui\Image\Active\活动场景\丐帮美酒飘香.tga	ui\Image\Active\ActivityFistPage\RecommendBig\丐帮美酒飘香.tga						10317	1							0~999	159	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\丐帮美酒飘香.tga
348	丐帮·洞庭虹影		4	5	95		17				0			<text>text="侠士可前往总舵东边的湖岸码头寻找" font=18</text><text>text="尹小荷" font=229 link="NPCGuide/937"</text><text>text="参与丐帮门派事件。" font=18</text>		<text>text="1、在湖边垂钓得鱼，并交予尹小荷身边的鱼篓中者可获得个人贡献。\\\n2、若是在湖边击杀其它珍稀异兽，亦可获得个人贡献。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\丐帮洞庭虹影.tga	ui\Image\Active\ActivityFistPage\RecommendBig\丐帮洞庭虹影.tga						10318	1							0~999	159	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\丐帮洞庭虹影.tga
349	丐帮·寿宴风云		4	5	95		17				0			<text>text="侠士可前往丐帮轩辕台寻找" font=18</text><text>text="郭岩" font=229 link="NPCGuide/939"</text><text>text="参与丐帮门派事件。" font=18</text>		<text>text="　　　　丐帮为尹天赐摆下寿宴，宴会上各路英雄众多，为防不测，郭岩广发英雄帖邀请各路英豪前往相助。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\丐帮寿宴风云.tga	ui\Image\Active\ActivityFistPage\RecommendBig\丐帮寿宴风云.tga						10319	1							0~999	159	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\丐帮寿宴风云.tga
350	苍云·战前准备		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="苍云堡" font=229 link="NPCGuide/923"</text><text>text="或者" font=18</text><text>text="古战场附近" font=229 link="NPCGuide/922"</text><text>text="参与苍云门派事件。" font=18</text>		<text>text="1、前往古战场收集玄铁交给附近的军需官燕宁可获得个人贡献。在收集玄铁之时若是遇到并击杀偷矿贼人、食矿之虫、穿山甲可获得更多的玄铁。\\\n2、前往苍云堡内参与训练获得寒冰雪莲，将寒冰雪莲交予苍云堡门口的军需官燕安可获得个人贡献。" font=18</text>	4	10	2	ui\Image\Active\活动场景\苍云战前准备.tga	ui\Image\Active\ActivityFistPage\RecommendBig\苍云战前准备.tga						10317	1							0~999	193	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\苍云战前准备.tga
351	苍云·黑云压城		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="东陉关" font=229 link="NPCGuide/924"</text><text>text="参与苍云门派事件。" font=18</text>		<text>text="1、助东陉关守军守城，期间击杀奚人士兵可获得个人贡献。\\\n2、守城期间参与击杀奚人将领可获得个人贡献。" font=18</text>	4	10;	2	ui\Image\Active\活动场景\苍云黑云压顶.tga	ui\Image\Active\ActivityFistPage\RecommendBig\苍云黑云压顶.tga						10318	1							0~999	193	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\苍云黑云压顶.tga
352	苍云·决战之时		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="苍云堡" font=229 link="NPCGuide/925"</text><text>text="参与苍云门派事件。" font=18</text>		<text>text="东陉关一役失败后，库莫贼心不死，率手下偷偷潜入，欲直接进攻苍云军之腹地苍云堡，众侠士需齐心协力抵御外敌！" font=18</text>	4	10;	2	ui\Image\Active\活动场景\苍云决战之时.tga	ui\Image\Active\ActivityFistPage\RecommendBig\苍云决战之时.tga						10319	1							0~999	193	<text>text="江贡、修为、监本、九天兵谏" font=18</text>		ui\Image\Active\ActivityFistPage\RecommendBig\苍云决战之时.tga
353	长歌·弟子笃学		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="长歌万书楼" font=229 link="NPCGuide/911"</text><text>text="附近参与长歌门派事件。" font=18</text>		<text>text="1、挑战晒才的长歌弟子，即可获得个人贡献。\\\n2、特殊长歌弟子共十一位，他们武艺高强，侠士需组队才能击败他们。\\\n3、如果你是一个爱书之人，可将指定的书籍上交给收书人。" font=18</text>	4	10	2	ui\Image\Active\活动场景\长歌弟子笃学2.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_DiZiDuoXue.tga						10317	1							0~999	213	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_DiZiDuoXue.tga
355	长歌·音律之试		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="长歌玉林岛" font=229 link="NPCGuide/913"</text><text>text="附近参与长歌门派事件。" font=18</text>			4	10;	2	ui\Image\Active\活动场景\长歌音律之试2.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_YinLvZhiShi.tga						10319	1							0~999	213	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_YinLvZhiShi.tga
356	猴年春节烟花通宝回馈开关		2		1	0	1	0			4						4									0	0	0		0				0	0~999				
357	洛阳·神兵迷踪		4	4	95		17							<text>text="侠士可前往洛阳·战乱，按“M”键打开地图查看正在发生的公共事件的位置。\\\n九邬碧玉可交给洛阳·战乱的" font=18</text><text>text="叶紫琼" font=229 link="NPCGuide/947"</text><text>text="换取永安行声望。" font=18</text>		<text>text="1、帮助藏剑弟子夺回武牢关所存物资。若途中见到叛贼追击物资押运队，也请拔刀相助。\\\n2、帮助藏剑弟子搜集掉落的物资。\\\n3、帮助叶凡击抵挡曹炎烈的攻击。\\\n4、当日最多可获得九邬碧玉一百个。" font=18</text>			2	ui\Image\Active\洛阳·神兵迷踪 2.tga	ui\Image\Active\洛阳·神兵迷踪.tga					558	10730	1								151	<text>text="侠义值、江贡、九邬碧玉" font=18</text>		ui\Image\Active\洛阳·神兵迷踪.tga
364	江湖百态周榜结算		2																																				
365	庆典·梦回稻香		1	5	1	0	9	1			0			<text>text="可在" font=18</text><text>text="扬州" font=229 link="NPCGuide/975"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/976"</text><text>text="、" font=18</text><text>text="太原" font=229 link="NPCGuide/977"</text><text>text="的日常区找蒋玉凤完成日常任务《回光溯影》，可获得道具" font=18</text><text>text="辉光流影" font=77 link="ItemLinkInfo/5/26810"</text><text>text="，使用道具可进入秘境·梦回稻香。" font=18</text>		<text>text="活动时间：8月28日7:00-2017年1月1日7:00\\\n在秘境·梦回稻香中达成不同结局，可收集到" font=18</text><text>text="沉香扇骨" font=77 link="ItemLinkInfo/5/27127"</text><text>text="，集齐100个可在蒋玉凤处兑换一次奖励挂件" font=18</text><text>text="明月幽昙" font=74 link="ItemLinkInfo/8/17534"</text><text>text="或" font=18</text><text>text="暗香疏影" font=74 link="ItemLinkInfo/8/17535"</text><text>text="。\\\n首次达成结局可获得较多奖励。" font=18</text>	4		2	ui\Image\Active\ActivityFistPage\RecommendBig\七周年庆典方.tga	ui\Image\Active\ActivityFistPage\RecommendBig\庆典梦回稻香长.tga					0	0	0	0	0				0	0~999				ui\Image\Active\ActivityFistPage\RecommendBig\庆典梦回稻香长.tga
366	七周年庆		1	5	1	0	9	1			0					<text>text="8月22日－9月12日：\\\n秘境《大战》系列任务、《快马江湖杯中茶》和《戈壁晶矿引烽烟》等日常任务奖励数值翻倍。\\\n95级所有秘境首领掉落" font=18</text><text>text="江湖不老囊" font=77 link="ItemLinkInfo/5/17376"</text><text>text="和" font=18</text><text>text="剑" font=68 link="ItemLinkInfo/5/22084"</text><text>text="侠" font=68 link="ItemLinkInfo/5/22085"</text><text>text="情" font=68 link="ItemLinkInfo/5/22086"</text><text>text="缘" font=68 link="ItemLinkInfo/5/22087"</text><text>text="系列道具。\\\n所有难度下永王行宫秘境首领均额外掉落一件装备。\\\n70至95级所有团队秘境玄晶、坐骑、马具及特殊武器任务道具掉率翻倍。\\\n8月25日7:00－9月1日7:00：\\\n《大战》系列任务和《戈壁晶矿引烽烟》额外奖励一个" font=18</text><text>text="中秋宝箱" font=74 link="ItemLinkInfo/5/27086"</text><text>text="，开启中秋宝箱将有机会获得" font=18</text><text>text="《剑网3》2016定制中秋月饼" font=74 link="ItemLinkInfo/5/27087"</text><text>text="。\\\n\\\n\\\n" font=18</text>	4		1	ui\Image\Active\ActivityFistPage\RecommendBig\七周年庆典方.tga	ui\Image\Active\ActivityFistPage\RecommendBig\七周年庆典长.tga					0	0	0	0	0				0	0~999				ui\Image\Active\ActivityFistPage\RecommendBig\七周年庆典长.tga
367	风临神都		1	5	95~95						0			<text>text="在" font=18</text><text>text="扬州" font=229 link="NPCGuide/979"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/980"</text><text>text="、" font=18</text><text>text="太原" font=229 link="NPCGuide/981"</text><text>text="活动区柳湘桐处接取活动任务，在" font=18</text><text>text="洛阳·战乱" font=229 link="NPCGuide/982"</text><text>text="参加公共事件。" font=18</text>		<text>text="1、侠士可每日前往洛阳·战乱参与风临神都公共事件，可以获得" font=18</text><text>text="定北令" font=80 link="ItemLinkInfo/5/27160"</text><text>text="。\\\n2、侠士可前往洛阳·战乱听泉私塾" font=18</text><text>text="独孤求胜" font=229 link="NPCGuide/983"</text><text>text="处购买霸刀·塞北营声望装备。" font=18</text>	4		1	ui/Image/Active/活动场景/霸刀预热_风临神都.tga	ui/Image/Active/ActivityFistPage/RecommendBig/霸刀预热_风临神都.tga														95~999			16	ui/Image/Active/ActivityFistPage/RecommendBig/霸刀预热_风临神都.tga
368	驭兽挑战	首领于5月9日的20点刷新，不被击杀则一直存在	2	3	95		55	0			1		大规模野外战斗	<text>text="冰域邪王虎于周日晚９时３０分出现在巴陵县。" font=18</text>	<text>text="驭兽经验、江湖贡献值、侠义值" font=18</text>	<text>text="        预计所需时间" font=168</text><text>text="１０" font=18</text><text>text="分钟\\\n" font=168</text><text>text="        1、击败冰域邪王虎获得驭兽经验奖励。\\\n        2、冰域邪王虎对人怀提防之心将造成致命伤害，还请众侠士驭兽前往挑战。\\\n        3、所有参与击败冰域邪王虎的９５级驭兽玩家均有机会拾取战利品。一分耕耘一分收获，出工不出力者将不会获得拾取机会，还望各位踊跃参与。\\\n        4、冰域邪王虎脱离战斗不会恢复全部气血，但气血恢复速度极快，持久战并非良策，还请注意。" font=18</text>		30;10;0;	2	ui/Image/Active/活动场景/驭兽挑战.tga	ui/Image/Active/活动场景/驭兽挑战.tga						11265	1							0~999	21	<text>text="驭兽经验、江湖贡献值、侠义值" font=18</text>	18	ui/Image/Active/活动场景/驭兽挑战.tga
369	方士异闻录		4	5	95						1		大规模野外战斗	<text>text="萧沙" font=229 link="NPCGuide/395"</text><text>text="出现在明教魂墟，" font=18</text><text>text="安禄山" font=229 link="NPCGuide/396"</text><text>text="现在天策·战乱魂墟。" font=18</text>	<text>text="金币、江湖贡献值、侠义值、兵鉴迷篇" font=18</text>	<text>text="        预计所需时间1小时\\\n        曾经把武林搅得天翻地覆的大恶人，死后残念凝聚成形，噬人心性。还望各位侠士为武林除害。" font=168</text><text>text="\\\n　　１、两位首领同时在魂墟之地出现，需要侠士们切换方士身份进入魂墟之地，把首领打入一定阶段方可在红尘中显形。\\\n       ２、完整参与魂墟之地、红尘之中两个阶段挑战的玩家，将获得双份奖励。\\\n       ３、每个玩家只能拾取一次奖励，除侠义值、江湖贡献之外，可能获得强大的兵鉴迷篇。\\\n       ４、首领很强大，需要大家全力以赴。未满９５级或偷懒者将无法拾取奖励。\\\n       ５、首领生性谨慎，移动超过限定范围会回到原点并且回满气血，还请注意。" font=18</text>		30;10;0;	1	ui/Image/Active/活动场景/里世界首领海报.tga	ui/Image/Active/ActivityFistPage/RecommendBig/里世界首领长条.tga						11342	1								193	<text>text="金币、装备、方士经验" font=18</text>	18	ui/Image/Active/ActivityFistPage/RecommendBig/里世界首领长条.tga
370	霸刀·霜林狩猎		4	5	95		17				0			<text>text="侠士可前往霸刀山庄霜林南方入口附近找到" font=18</text><text>text="柳辰苇" font=229 link="NPCGuide/991"</text><text>text="参与霸刀门派事件。" font=18</text>		<text>text="1、在霜林入口附近寻得柳辰苇，学习狩猎技巧，以及获得狩猎道具。\\\n2、击杀山羊、野猪、狐狸和奇怪的狼可增加个人贡献，而击杀小山羊、小野猪和小狐狸则会减少个人贡献。\\\n3、霜林内不时会出现厉害的吊睛白虎，组队将其击杀以获得大量个人贡献。" font=18</text>	4	10	2	ui/Image/Active/活动场景/霸刀 霜林围猎.tga	ui/Image/Active/ActivityFistPage/RecommendBig/霸刀 霜林狩猎.tga						10317	1							0~999	243	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	22	ui/Image/Active/ActivityFistPage/RecommendBig/霸刀 霜林狩猎.tga
