TempleteId	MapId	AreaID	ActivityID	Positions
5014	194			32650,34122,1123983;105695,18577,1181178;105935,22177,1169146;103879,56998,1141379;103879,55873,1141388;100121,34289,1155041;101200,33093,1155041;102197,33050,1155041;103635,33722,1155041;104040,29160,1155036;102652,22884,1160560;102960,24242,1160560;90273,24151,1148590;90467,25614,1148373;90872,29525,1150359;92281,30354,1150397;92400,32895,1150293;91042,35684,1147885;92882,35657,1148576;94862,36035,1149375;94608,34565,1150229;99726,23978,1160560;96715,25319,1152076;98728,31355,1155031;98728,30341,1155031;103982,51264,1144765;106592,51601,1144816;104949,55406,1143937;106233,57808,1143937;106239,57292,1143914;120244,59321,1160165;115930,53091,1160166;121238,54245,1160163;119902,57062,1160166;104829,90609,1136066;106236,92767,1143531;106267,93984,1143531;104659,87602,1138559;104664,86028,1138662;98806,84508,1140067;98772,84929,1140032;101232,84130,1140025;97658,87184,1140060;97658,89887,1140100;98390,93247,1139983;96090,92797,1139978;101346,92690,1139993;106827,15947,1201458;106569,15940,1201459;104387,18346,1187071;103411,18610,1175372;96958,82100,1135964;97231,82649,1135918;60984,97412,1087820;106297,64731,1148991;104527,66435,1149135;104868,62905,1149431;106423,64068,1149065;114296,64749,1156467;114511,62949,1156282;114202,62927,1156165;89456,91385,1130752;91361,90401,1134025;91361,89868,1133392;91314,87270,1133404;91314,87803,1133064;92676,92830,1136138;93986,95480,1135717;95935,95248,1135887;97677,95223,1136052;104986,96141,1135989;89734,94987,1132436;90950,94952,1132444;90980,93769,1130763;58184,95734,1088594;57650,94723,1088697;58218,93845,1088685;60128,94566,1087706;92229,85103,1135880;93172,87172,1135947;93172,87645,1135887;93172,89795,1135933;93172,90269,1135958;57086,98945,1096964;56473,98589,1096964;82032,64822,1111118;82032,64180,1111118;83694,62730,1111179;83694,63372,1111193;83694,65879,1111127;83694,66521,1111125;85393,62859,1111156;85393,62217,1111200;85393,65350,1111080;85393,64708,1111167;86458,64051,1111173;86458,63409,1111153;73759,57701,1114238;74760,58397,1112871;75232,55178,1114188;74334,55415,1114199;36858,46692,1128985;38842,48235,1129324;30327,32700,1130512;31681,32652,1130562;31662,31635,1130562;30570,31621,1130562;33835,31932,1130569;33619,32161,1130572;28069,33413,1125113;27825,34593,1123983;26972,33413,1124024;29005,35076,1123983;35179,33786,1123998;34920,32327,1123998;36279,33403,1123998;36505,33219,1123998;33500,34722,1123998;28444,36172,1121074;27788,35702,1120985;35500,35847,1118964;34808,36260,1118829;33388,83001,1129488;32032,83999,1129482;33454,81994,1129936;34273,88076,1122877;33720,88067,1122878;33869,90527,1123686;33252,90505,1124063;59126,100764,1089787;76338,74840,1112580;77400,74162,1111317;76653,73366,1111492;73196,75886,1113697
5015	194			48431,43623,1095929
5016	194			70852,8452,1140971
5017	194			71140,17314,1122575
5018	194			25106,18407,1147798
5019	194			94433,59080,1127125
5020	194			15265,96857,1163932
5021	194			57562,34929,1088391
5022	194			41175,85029,1137440
5023	193			108092,38231,1079163
5024	193			41578,19986,1070838
5025	193			76295,16105,1100405
5026	193			87315,18808,1137153
5027	193			90809,17109,1141319
5028	193			58796,25611,1077378
5029	193			59154,14968,1078914
5030	193			41722,26204,1071161
5032	193			48372,19960,1070182;49295,19962,1070364;49693,19959,1070364;50085,19961,1070364;50508,19965,1070364;47921,19953,1070169;47449,19958,1070246;46998,19952,1070245
5032	197			47132,26452,1070863;47448,26407,1070863;46786,26503,1070863;46485,26513,1070869
5033	194			12381,94688,1162274
5034	194			78281,10182,1131111
5035	194			72277,16185,1131179
5036	194			72321,16175,1131180
5037	194			72312,16247,1131174
5038	194			16493,38987,1133009;17869,33514,1136221;18056,31594,1146637;15240,35481,1147101;15157,36938,1143293;13665,38319,1143097;15249,39227,1137453;17334,38643,1133291;16667,40454,1129200;18077,37835,1133132;17740,36570,1133281;18083,36430,1133197;16190,38780,1133609;17112,32048,1146573;16052,32991,1146908;13946,36363,1146795;15853,37635,1137981;16375,36634,1138120;17070,37245,1133060;15916,39765,1133117;15129,40953,1133123;17026,40052,1129166;18455,38643,1128946;19218,39945,1129060;19553,39272,1128992;17632,41764,1129181
5040	193			23314,109752,1144226;51008,56995,1057401;75581,105711,1061225
5041	193			46750,58529,1056725;47690,25830,1070494;47179,25104,1070216;46456,23471,1070220;47247,25705,1070426;47686,23358,1069618;46501,23276,1070245;44800,26533,1070993;49617,23207,1070319;45966,21326,1069734;44171,25249,1070493;47063,55938,1057897;47885,59468,1057163;48394,58320,1057230;46795,58747,1056871;47759,59781,1057105;48385,59338,1057255;48531,58025,1057182;48794,57375,1057071;43541,56465,1056892;43794,56473,1056861;44033,59051,1056718;45310,57900,1056649;45163,57709,1056777
5042	193			47323,25422,1070392;46777,58561,1056889;46641,58831,1057681;46640,58389,1056944;45397,58057,1057511;45574,57908,1056702;47973,59344,1057754;48350,58220,1057252;47156,55971,1057994;44094,25157,1070606;44100,25202,1070633;44852,26309,1070312;44715,26577,1070459;45969,21259,1069762;49620,23147,1070325;47032,25683,1070440;46510,23408,1070250;46523,23345,1070257;47927,23169,1069471;47610,23348,1069612;47684,25756,1070442;47653,25318,1070413
5058	194			31988,69932,1132756
5059	193			25477,22820,1059274;21277,19152,1052490;17604,22313,1052215;17842,25053,1051176;24782,27142,1065226;24207,22735,1026807;25602,22883,1059088;17568,22185,1052313
5062	194			78791,12906,1133419;77549,10978,1133854;78427,14301,1133419;75310,15233,1131781;74451,14990,1131869;71409,12306,1128221
5063	194			77414,12439,1133417
5064	194			78096,12908,1133419;78235,13863,1133419;77761,13842,1133402;78443,13912,1133419;78361,13965,1133419;77863,13788,1133388;78340,13683,1133419;78485,13802,1133419;78337,13850,1135109;78406,10596,1131105;78471,10102,1131743;78431,10107,1131743;78064,10088,1131119;77331,10994,1133854;76908,13054,1132287;77029,12877,1132162;76909,12449,1132314;76399,12108,1132291;75929,12540,1132461;75392,11889,1132461;75906,12230,1133433;73765,11079,1131804;73600,11065,1131786;70896,11645,1128248;69933,11425,1128089;69878,11450,1128089;69961,11469,1128089;70047,12407,1128102;70013,12446,1128111;69983,12407,1128057;69846,12462,1131450;70155,12541,1130493;69980,12259,1130222;71576,12949,1128462;72637,14412,1129922;72748,14905,1129927;72151,16016,1130790;72108,16168,1130763
5068	194			18407,66475,1141118;18454,66676,1141118;18419,64688,1141118;18377,64881,1141118
5069	194			66977,13527,1124039;66077,15963,1122766;66080,15849,1122875;65896,15571,1122843;65580,15713,1122597;65430,15901,1122565;66389,14294,1123350;66392,14079,1123303;66526,14163,1123330;66624,14182,1123350;66761,13871,1123418;66892,13676,1123605;66805,13587,1123773;66686,13414,1124253;66524,13386,1124382;66353,13519,1124095;66933,13062,1125867;67121,12903,1126442;67050,12791,1126883;67254,12774,1126631;67033,13098,1125664;66564,13017,1126131;67175,12125,1127227;67441,12413,1126658;67784,11968,1125121;67932,11798,1125539;68307,11869,1124864;67834,12159,1125230;67920,11995,1124990;68178,12252,1124860;67530,11124,1125046;67873,10984,1124902;68372,14385,1124320;67980,14501,1123706;67847,14716,1123509;67918,15179,1123029;68122,14092,1124148;67473,17122,1123707;67314,17285,1123981;67842,17259,1124501;67267,17119,1123513;66101,18359,1124771;65814,18635,1124118;65786,18259,1123575
5070	194			12884,105515,1149342;13368,101518,1154217;11997,102640,1156554;12173,103428,1154908;13557,105397,1150457;14884,107503,1153949;15343,108859,1159259;12274,93444,1159122;13737,94866,1161620;27523,106308,1137300;25127,108660,1147191;24612,107822,1145779;18847,110754,1163086;22806,104627,1133635;24294,104450,1135713;24759,105997,1141229;27232,104584,1134426;27948,106347,1136020;17043,100485,1138704;20143,98682,1140167;18872,98315,1143717;11244,100643,1161824;12536,100413,1160899;12873,99045,1163811;13516,96931,1164469
5071	194			71667,99653,1090425;71432,100191,1090356;72100,99357,1090496;70808,99218,1089636;71374,98739,1089884;71889,100454,1090703
5074	194			55699,89109,1096500;54256,95479,1096509;59344,100233,1089566;53482,89654,1096504
5075	194			64778,115069,1087217;64794,115090,1087203;64749,114902,1087148;64805,114828,1087151;64771,114900,1087162;64772,115088,1087208;64500,114969,1086868;64545,114962,1086919;64492,115028,1086923;64555,115082,1086938;64886,114681,1087191;64998,114536,1087182
5076	194			26866,65717,1133547
5078	194			91269,96780,1132462;90307,81056,1130929;97576,82806,1135889;107908,93818,1143816
5079	194			115046,66992,1137761;102490,60785,1143536;102252,65460,1149672;118166,52631,1160456
5080	194			89734,32884,1149293;97750,25493,1152592;102078,35949,1159572;90402,30299,1150402
5082	194			87452,112887,1128839;87440,110620,1128766;87090,110119,1131426;86732,110525,1132807;86330,111280,1135899;86339,111294,1135905;86346,111245,1135783;86394,110990,1135217;86778,112744,1136244;87460,112936,1128822;87621,113311,1129047;88555,113720,1130321;88604,113676,1130311;89401,115217,1139357;89358,115177,1139385;89417,115156,1139255;95158,115476,1139621;95111,115446,1139692;94290,116792,1150439;98183,112097,1134711;98202,112044,1134807;98394,110725,1134490;98371,110771,1134437;98407,110686,1134519;97881,108861,1132554;97930,108872,1132735;97908,108814,1132606;97903,108760,1132611;96783,108400,1130659;94753,107214,1131314;95416,106876,1137377;95380,106870,1137357;95776,107242,1137715;94386,106531,1137309;94329,106527,1137314
5083	194			84293,108588,1118912;85302,110465,1129121;85590,109955,1129182;85992,109604,1129155;86660,108937,1129176;85549,109646,1124277;84956,110260,1124278;85506,109663,1124261;85504,109607,1124216;84955,110223,1124300;84284,108530,1118972;83533,109711,1118095;82043,108993,1114699;81058,108921,1113580;81033,107649,1114725;81914,107869,1115893;82540,107135,1117172;83169,107193,1118710;83671,106560,1119289;84533,107128,1120798;89886,103958,1129447;91327,103658,1130449;90510,103626,1129485;91718,103290,1130119;90491,103658,1129513;91275,104031,1135230;86799,102251,1126962;86622,102423,1126727;86695,102413,1126863;86626,102327,1126710;86276,102602,1126041;86239,102618,1125945;86431,102215,1126280;86318,102359,1126111;86617,102925,1126739;86491,102961,1126503;87001,102736,1127410;86969,102751,1127354;87111,102838,1127427;86208,102914,1126055;86280,102979,1126150;86327,102731,1126186
5088	194			27675,70046,1133908
5089	194			87601,108998,1134864;95372,107796,1131003;95607,107250,1137228;97282,107771,1139328;97960,109091,1133283;97059,108563,1131222;97948,109836,1135441;97917,110766,1134381;97065,109912,1132466;98021,111734,1134525;97196,112167,1133753;97383,111653,1134513;98545,113694,1133862;97743,113877,1133279;97933,115129,1134743;97728,114453,1133572;96148,114481,1132907;95116,114158,1133787;94860,115136,1139578;94673,115800,1142915;93328,115990,1142252;92840,115614,1139125;91982,115676,1139199;90782,115553,1139397;89487,114856,1139043;90883,114027,1134339;90554,113221,1135860;90023,113097,1134819;89131,112757,1132164;88275,112702,1130140;86946,112222,1141005;86826,113229,1140879;86214,111454,1140509;86750,110852,1134019;88325,110565,1127951;88318,109158,1129215;88311,108895,1132816;87559,108801,1129153;87515,108593,1135005;86051,108765,1124041;85990,108772,1124037;85979,108706,1124002;86048,108721,1124022;86104,108744,1124054;86075,108673,1124013;85990,108663,1123976;86127,108684,1124067;86052,108619,1123969;86013,108606,1123945;85942,108729,1124008;86109,108613,1124014;85638,109426,1124243;85298,110205,1129266;91007,110574,1129323;90066,108861,1127429;90150,107289,1129092;89125,108382,1126688;91097,109910,1128152;92856,110171,1129268;92620,111721,1130403;93251,110193,1131112;93264,111140,1133006;93224,108028,1130140;95525,109349,1130956;95070,112050,1132608
5091	194			43583,16212,1091572;43400,16666,1093784;43218,16631,1093885;43659,17119,1093151;43747,16415,1091541;43743,16264,1091480;43563,16876,1093699;42810,17029,1090442;42703,16119,1091373;42841,15922,1091308;43613,16237,1091593;43983,15919,1091114;44939,15887,1090965;45023,16409,1090607;45251,17061,1090440;44906,17003,1090389;44472,16683,1090563;45796,16893,1090860;45883,16687,1091102;45569,17305,1090505;44814,18255,1089845;44724,17532,1090162;45837,18036,1089949;45484,15772,1090801;44845,14647,1091864;43861,15067,1091107;43582,14390,1091165;42689,15411,1090617;42239,14563,1090847;42033,14414,1091277;42224,14152,1091542;41197,14008,1094830;40850,14389,1094340;40737,15112,1093111;41418,15158,1091155;41292,14903,1091527;41652,14742,1091376;41694,15248,1090836;41665,14711,1091428;41316,16045,1090084;42019,16204,1090443
5093	192			103895,33715,1155041;104011,33659,1155041;99560,33885,1155041;99666,33956,1155041
5093	199			99693,33960,1155041;99576,33864,1155041;103895,33684,1155041;104018,33633,1155041
5094	193			63826,105436,1051128;65741,108959,1050827
5095	100			106992,15418,1191557
5097	194			52842,46337,1085262;51268,52777,1086443;50791,52889,1086613;50399,52544,1086204;49924,51739,1085008;49696,50947,1084857;49138,51154,1084373;49232,50771,1084460;49483,50449,1084025;48878,50383,1084560;51207,49311,1084316;50652,49616,1084230;51292,49303,1084308;51482,48730,1084307;51899,49257,1084641;52487,47587,1086303;52697,47221,1086337;53267,46377,1085575;53372,45950,1085372;53083,45887,1085544;52442,44256,1086083;51915,44529,1085513;52133,44301,1085273;51643,44301,1085623;52121,45021,1084981;51627,45093,1084867;52746,43473,1084636;53378,43408,1085310;53067,43111,1084586;53118,43471,1085367;53538,42330,1086708;53697,42624,1087138;53440,42030,1086631;53753,42019,1086641;53731,42301,1086953;54382,43702,1085695;54627,43449,1085463;54297,43464,1085397;54426,43577,1085452;54459,43273,1085405;53266,45176,1087480
5098	194			50698,45171,1086819;48471,53293,1086879;49028,53151,1086864;47850,54324,1086870;47423,55508,1086813;47181,56521,1086713;47167,57322,1086788;50092,45574,1086849;48732,46498,1086760;47495,47025,1086926;48168,46931,1086803;46753,45958,1086688;46466,48776,1086889;49205,46119,1086799;50594,50827,1086833;51068,51912,1086781;51722,52417,1086815;50581,51425,1086844;51675,51134,1086680;52593,51429,1086841;52705,49647,1086763;52747,48532,1086735;52557,47935,1086691;52776,47309,1086724;52602,45010,1086668;52023,43586,1086815;53852,44255,1086677;51734,43082,1086807;52151,43095,1086768;53916,43150,1086783;55049,43729,1086764;55511,42556,1086747
5099	194			49102,47930,1081682
5102	194			120858,48181,1158940;119316,47727,1149465;119280,47676,1149473;119273,47727,1149442;119254,47690,1149452;119264,47652,1149471;117090,48937,1149031;117061,48896,1149131;117109,48918,1148976;117040,48942,1149190;118172,48797,1148866;118089,48799,1148866;120918,48180,1158943;120992,48203,1158915;120960,48148,1158942;120921,48157,1158944;120903,48235,1158926;120965,48254,1158886
5103	194			46624,107074,1112836
5104	194			46687,107104,1112474
5105	194			46468,107169,1112686;46409,107127,1112967
5106	194			46556,107091,1112836;46542,107094,1112836;46546,107079,1112836;46540,107067,1112836;46560,107077,1112836
5107	194			46985,107033,1112281
5109	203			10261,12459,1099251;8556,13148,1099251;9105,11265,1099251
5109	224			10261,12459,1099251;8556,13148,1099251;9105,11265,1099251
5110	203			5385,17154,1101299
5110	224			5385,17154,1101299
5111	203			5372,17166,1101244
5111	224			5372,17166,1101244
5122	194			25055,57846,1133786;25058,54871,1133686;21900,57852,1133670;22499,60950,1133670;22144,59913,1133670;22210,62536,1133670;25081,60611,1133786;25122,62018,1133725;24878,56509,1133723
5124	194			34330,68937,1132794;19477,65848,1141154;21773,66189,1140986;21771,65107,1140986;16237,58544,1140956;16228,58092,1140956;20956,62715,1140956;20990,62092,1140956;20992,61144,1140956;25714,66087,1137392;25691,65167,1137392;37064,55445,1132779;37054,55333,1132779;22841,57974,1133670;22853,58095,1133670;22866,58213,1133670;22664,57807,1133670;22515,57801,1133670;22371,57801,1133670;24194,55359,1133751;24061,55435,1133769;23935,55429,1133723;23809,55355,1133723;24496,55389,1133751;24614,55459,1133769;24747,55401,1133723;24844,55663,1133723;24774,55982,1133849;24712,56102,1133723;24782,56213,1133723;24850,55511,1133723;19014,55601,1133732;18884,55540,1133732;19323,55596,1133732;19470,55525,1133732;19598,55522,1133732;18748,55535,1133712;35617,57571,1131545;35619,57460,1131545;35610,57356,1131545;37444,54032,1132794;22888,68990,1133665;19165,70573,1142938;19593,70591,1142938;15679,70106,1142938;15662,70542,1142938;20115,76155,1136983;19895,76380,1136983;19891,76155,1136983;20113,76383,1136983;26054,70069,1133665;26897,69640,1133652;26789,68646,1133547;28937,68094,1133644;29047,70002,1133552;30266,71839,1131581;30301,73145,1131576;30322,73582,1131576;29597,73122,1131500;28881,71423,1133552;28898,73639,1131500;28112,76314,1133808;29544,76305,1133844;33987,76307,1131495;33953,73871,1131479;35773,73864,1131479;34997,69028,1132728;34345,68229,1132855;34395,67728,1132732;34783,67742,1132742;35462,67726,1132791;35438,69986,1132661;36087,69941,1132716;33010,69390,1132728;33011,70103,1132728;35148,69202,1132723;32315,69338,1132723;32283,67310,1132682;32214,67314,1132682;32133,67313,1132724;32060,67314,1132728;32329,70062,1132740;34971,62158,1132738;35290,62157,1132738
5125	194			35271,71221,1131513;34843,64286,1132723;35152,64285,1132718;33650,64144,1132853;33802,63589,1132832;32330,69897,1132728;32327,70218,1132749;32315,69495,1132723;34139,76462,1131479;32312,69181,1132723;33007,69233,1132728;33009,69547,1132728;33012,69938,1132756;33009,70259,1132728;37356,72511,1131521;37205,72514,1131521;37060,72515,1131521;37015,71236,1131522;37190,71234,1131521;37365,71234,1131521;33551,74969,1131479;33554,74645,1131510;35292,72549,1131513;34637,73135,1131492;34630,74681,1131485;34627,75337,1131495;28264,76469,1133836;29695,76460,1133844;29749,73278,1131571;29050,73794,1131571;29033,71578,1133553;29199,70157,1133553;29089,68249,1133638;26963,68503,1133547;27675,70411,1133665;27650,70790,1133665;26292,72867,1133747;27017,72887,1133669;17606,76557,1138008;17595,75420,1138034;17511,75003,1138052;17512,76892,1137942;15379,76051,1137853;15373,75842,1137853;15594,75840,1137853;15590,76053,1137853;21842,75694,1136962;21823,75054,1137094;21839,74427,1137094;21822,73813,1137094;19169,62452,1141025;19629,62446,1141025;36799,54029,1132794;31598,53073,1130290;31955,56750,1132728;32268,56757,1132721;32259,56252,1132722;31915,56240,1132728;32093,57259,1132728;32132,58887,1132723;32093,58493,1132723;35513,57360,1131545;35423,57364,1131545;35301,57369,1131545;36952,56881,1131545;36858,56883,1131545;36755,56881,1131545;36963,56295,1131560;36760,56296,1131578;36860,56297,1131558;37843,56959,1132805;37845,56200,1132805;33637,56488,1131840;33637,55859,1131997;33628,55548,1131545;33610,54846,1131545;34618,55659,1132587;34618,55082,1132716;34620,59016,1131531;34783,58965,1131532;34938,58900,1131584;35205,58902,1131600;35355,58957,1131535;35510,59033,1131536;17498,52484,1133675;25767,65289,1137392;25766,65930,1137392;15237,60227,1151163;15225,61566,1151163;16010,58318,1145274;17254,63040,1140956;17249,62672,1140956;21640,66202,1140986;21652,65105,1140986;19596,60621,1142939;19158,60618,1142939;17462,66585,1143061;17459,64746,1143061;19598,65554,1141154
5126	194			29726,53793,1130288;19322,65429,1141154;17176,63282,1140956;17175,63675,1140956;18372,61123,1140956;18129,61111,1140956;18276,66832,1141090;18268,64479,1141089;20835,64480,1141085;20837,66819,1141064;14534,58916,1141156;14554,58531,1141160;14936,58505,1141160;14541,59198,1141156;21477,63880,1140956;21482,67339,1140951;21029,67341,1140951;29986,56071,1131484;30084,55951,1131484;30156,56065,1131484;30385,56528,1131484;30395,57330,1131538;22941,57934,1133670;15270,53035,1134508;15329,53135,1134510;15332,52930,1134510;15401,52819,1134510;15399,53245,1134510;15379,54498,1134485;15232,54604,1134474;24676,65803,1137397;24584,66031,1137397;24751,66180,1137397;24962,66133,1137397;25135,66013,1137392;25248,65827,1137392;24681,65433,1137397;24595,65235,1137399;24770,65080,1137393;24975,65133,1137392;25128,65271,1137392;25245,65413,1137392;17359,55490,1133732;17483,55487,1133732;17633,55487,1133732;17161,55266,1133674;17150,55120,1133643;17149,54997,1133653;28511,59091,1133552;28596,59093,1133552;28601,59187,1133552;28604,59302,1133552;33133,59063,1131495;33312,59062,1131494;33487,59062,1131494;29692,62007,1133667;29732,61383,1133648;29738,60612,1133678;28355,60295,1133626;28359,59369,1133743;31027,64374,1133638;30934,64382,1133623;30639,64391,1133565;30540,64390,1133557;30398,64169,1133557;30307,64055,1133557;30106,63812,1133557;30211,63942,1133557;28307,62544,1133547;28381,62478,1133547;28458,62412,1133553;28530,62340,1133563;28597,62270,1133558;29736,60892,1133647;29737,60756,1133661;29734,61224,1133645;29735,61545,1133649;29607,53799,1130221;29468,53801,1130221;29443,53925,1130318;29450,54044,1130318;28453,54023,1130288;28446,53901,1130288;28440,53782,1130288;28294,53775,1130288;28152,53775,1130288;31602,53080,1130290;31457,53085,1130290;31348,53087,1130290;31357,52979,1130219;31361,52871,1130219;31565,53754,1130290;31441,53762,1130290;31295,53762,1130290;31292,53912,1130219;36485,54016,1132779;19392,62675,1141025;19394,62251,1141025;19372,68659,1141009;16773,65948,1143061;16761,65353,1143061;19364,68996,1141009;16697,77762,1137889;17375,77775,1137955;17266,75383,1137906;17525,77575,1137958;18424,77023,1138068;19239,76317,1136988;19233,75577,1136988;18874,76416,1138405;18891,75482,1138403;15604,75442,1137853;15609,75208,1137853;15374,75214,1137853;15366,75444,1137853;27177,74791,1133737;26106,74757,1133737;27487,73300,1133723;27498,73966,1133737;26002,74085,1133737;26001,73222,1133747;26642,68509,1133547;28944,68408,1133575;29054,70316,1133552;28888,71737,1133552;29603,73436,1131521;29550,76619,1133844;28118,76628,1133839;28905,73953,1131521;37065,75222,1132241;37065,75810,1132365;35253,74633,1131494;35246,75330,1131494;33994,76621,1131479;36682,74386,1131582;36761,75083,1131580;38157,73486,1131422;37023,74210,1131586;37097,73643,1132651;36136,72811,1131570;35492,72831,1131500;36521,72501,1131521;36515,71233,1131521;36668,72505,1131521;36676,71229,1131521;36371,72505,1131521;36346,71235,1131521;35319,69033,1132728;35140,68863,1132728;28569,65903,1128804;28560,65459,1128804;28157,65558,1128804;28152,65670,1128804;28155,65789,1128804
5127	194			28164,65939,1128804;28573,65673,1128804;33602,66638,1133365;32399,67287,1132682;31927,67297,1132730;35339,63551,1132905;33625,64687,1133416;34994,64276,1132720;35141,62171,1132738;35337,63391,1132738;34430,61063,1132738;35118,61058,1132738;37755,62710,1134586;33047,70492,1132743;33043,69732,1132731;33043,69010,1132741;32289,68960,1132723;32288,69681,1132728;32292,70441,1132838;27677,66336,1134530;27658,64966,1134530;28143,65404,1128804;30772,66726,1133557;35776,73701,1131479;36056,70138,1132727;35434,70129,1132727;35151,69030,1132728;37533,71238,1131664;37542,72529,1131664;36868,71235,1131522;36880,72516,1131521;36174,71235,1131521;35404,71228,1131513;33823,71391,1132876;33816,72324,1132891;36191,72519,1131521;35423,72513,1131513;36973,76061,1131500;38033,76501,1131542;35570,75933,1131564;34096,73860,1131479;33546,74812,1131499;28899,73795,1131505;28113,76470,1133824;33988,76464,1131479;29545,76461,1133844;29598,73279,1131505;28378,72577,1133988;31087,71877,1131581;30454,73741,1131570;30440,72865,1131576;28882,71579,1133552;29048,70159,1133552;26255,71507,1133665;26992,71472,1133665;29854,67473,1134297;29841,66414,1134223;28938,68251,1133631;26798,68507,1133547;15483,75940,1137853;15488,75328,1137853;22117,75105,1137148;22058,73590,1141153;22121,77741,1137148;21815,77679,1136983;26273,72734,1133747;27005,72761,1133665;19361,68832,1141009;15888,70333,1142938;19389,62453,1141025;20001,76265,1136983;21176,66522,1140951;36675,52770,1132779;29429,54565,1131708;28539,54591,1131708;29629,53950,1130220;28282,53915,1130220;32062,56013,1132737;32064,56498,1132728;32067,57003,1132728;32125,58686,1132723;36945,55396,1132779;37174,55386,1132779;37072,55567,1132779;37055,55220,1132779;29739,60400,1133652;29751,61717,1133562;27137,57866,1133603;26251,57900,1133603;28343,62294,1133641;28385,58470,1133737;28401,59096,1133696;32103,58270,1132723;32612,59303,1132965;29855,63771,1134297;30774,64386,1133591;32930,59060,1131514;33674,59067,1131494;34419,59065,1131495;35056,59010,1131534;35141,61930,1132738;35144,62396,1132738;38105,58916,1131702;38102,60081,1131702;37349,59077,1131536;35618,59092,1131529;36605,59079,1131533;34868,52882,1131397;33561,54165,1131400;34760,54139,1131416;28601,59447,1133557;29753,61055,1133649;31559,52939,1130219;25630,58938,1133662;22836,57827,1133670;22609,58036,1133670;24916,55835,1133723;24893,56346,1133723;24899,55271,1133723;24345,55229,1133751;23665,55207,1133757;17158,54862,1133655;17821,55502,1133732;15466,54696,1134510;15035,54682,1134474;15459,54259,1134510;15464,53418,1134510;15469,52652,1134506;19171,55620,1133732;25660,66298,1137392;17163,55501,1133732;19751,52116,1133967;20577,52116,1133937;21399,52123,1133967;22224,52119,1133937;23032,52117,1133967;29823,56083,1131533;30337,56068,1131484;17509,52108,1133937;18302,52103,1133937;35476,57498,1131545;25634,64964,1137392;25708,65606,1137392;25373,65612,1137392;24833,65621,1137397;14750,58735,1140961;18762,61951,1140956;19976,61961,1140956;15587,61770,1142938;15595,60031,1142938;17603,59231,1142939;17272,58884,1140956;21008,70153,1140951;17511,70159,1140951;21174,64835,1140956;21726,64522,1141297;21732,66826,1141490;23022,66294,1137397;23015,65025,1137402;22859,67773,1137764;21920,67769,1137764;25512,67785,1137764;26238,67773,1137764;26234,65603,1137764;26227,64533,1137764;26234,63464,1137764;25518,63481,1137764;27585,67449,1134379;27575,63783,1134297;19321,65728,1141154;19314,65553,1141154;19485,65546,1141154;19489,65722,1141154
