id	content
5042	理故寺。赜与五台县承并将从二十余人。直诣中台。见石像临崖摇动身手。及至像所，乃是方石，凄然多感，怅恨久之。令作工修理二塔，并文殊像徙倚塔边。忽闻塔间钟声振发，连椎不已。又闻异香氛氲屡至。道俗咸感叹未曾有。又往西台，遥见一僧乘马东上，奔来极急。赜与诸人立待其至，久而不到，就往参迎，乃变为枿，怅恨无已。然则像相通感，有时隐显。钟声香气相续恒闻。其上方三百里东南脚。即恒岳也。西北脚即恒天也。中有佛光山、仙花山、王子塔古寺六所。解脱禅师、僧明禅师遗踪、坐窟、身相存焉。\n
5043	　　岱州东南五台山。古称神仙之宅也。山方三百里。极巉岩崇峻。有五高台。上不生草木，松柏茂林，森于谷底。其山极寒。南号清凉山。亦立清凉府。经中明文殊将五百仙人。往清凉雪山。即斯地也。所以古来求道之士。多游此山。遗踪灵窟奄然即目。不徒设也。中台最高。去并州四百里。望如指掌。上有小石浮图。其量千许。即魏文帝宏所立也。石上人马迹宛然。有大泉。名曰太华。清澄如镜。有二浮图夹之。中有文殊师利像。人有至者。钟声香气无日不有。神僧瑞像往往逢遇。龙朔已来。下敕令会昌寺僧会赜往彼修理寺塔。前后再返。亦遇灵感。中台东南下三十里有大孚灵鹫寺。古传汉明所造。见有东西二道场。像设犹在。南有花园三顷许
5044	。四时名花，相续间发。贞观中解脱禅师聚徒习定，自云：于花园北四度见文殊师利翼从满空，群仙异圣不可胜纪。近有僧明禅师。居山三十余载。亦遇仙圣飞空而去，唯留故皮。南台三十里内多是名花，遍于峰岫，俗号花山。中有圣寺。钟声时发。曾见异人，形伟冠世，言语之间，超腾遂远。其山甚近，滞俗者罕登，登者必感胜缘，故述前来往者也。\n
5045	　　隋净影寺慧远法师。晚年造此经疏，案此经菩萨住处品云。东北有菩萨住处。名清凉山。现有菩萨。名文殊师利。与一万菩萨。常住说法。故今此山下。有清凉府。山之南面小峰。有清凉寺。一名五台山。以五山最高其上并不生林木。事同积土，故谓之台也。山周回四百余里。东连恒岳。中台上有大华池。湛然清彻。蒸多征感。又有精屋石塔。北台上有铁浮图二并舍利，及文殊形像。中台东南下三十余里。有大浮寺。汉明所立。既年代久远，荒凉弥甚。遗基余趾。尚能可识。中有东西二堂。像设存焉。前在华园二三顷。绮缋交错。百种千名。烂同舒锦。赫如霞照。至于超常绝听之类。世所希闻者。至七月十五日。万品齐发。次北八九里。是前王
5046	子舍身之地。现有表塔。昔北齐之日。大敝玄门。于此山中。置伽蓝二百余所。又割恒定等八洲之税。以供山众衣药之资焉。山去京一千六百里代州之界。然地居边壤。特甚寒烈。故四月已前。七月以后。坚冰积雪。皓皓弥布。自非盛夏之日。无由登践。勖哉怀道之士。可不庶几一往乎。\n
5047	　　释解脱。姓邢。台山夹川人。七岁出家。依投名匠。志在出道，唯在禅思。远近访法，无师不诣。复住五台县照果寺。隐五台南佛光山寺四十余年。今犹故堂十余见在。山如佛光，华彩甚盛。至夏大发，昱人眼目。其侧不远有清凉山。山下清凉，即文殊师利游处之地也。有高行沙门曜者。年百六岁。自云：我年五十时。与解脱上人至中台东南下三十里大孚灵鹫寺。请见文殊。行至花园北。遇一大德。形神慈远。徐行东去。解脱顶礼发愿。我时精神欣喜，不暇咨清。解脱云已曾三度亲见文殊。诫语云：汝自悔责。若切至必悟道也。便依言自咎。昼夜克责，心便安静。又感诸佛见身说偈曰：“诸佛寂灭甚深法，旷劫修行今乃得。若能开明此法明，一
5048	切诸佛皆随喜。”因问。寂灭法何者是？若为教人令解之。诸佛即隐。空中声曰。方便智为灯，照见心境界。欲究真实法，一切无所见。遂依此法化导有缘。在山学者，来往七八百人。四远钦风，资给弘护。四十余年，常在佛光。永徽中卒。今灵躯尚在。嶷然坐定在山窟中。又五台南娑婆寺南五六里。普明禅师独静坐禅，求见文殊。意欲请法。有神人空中告曰。汝无神习。止可长生龛前取药服之。可得延寿。明怀疑不决。后又告曰。药名长松。汝何不服。此药无毒。明便依言服之。又告同行诸僧，已腾空而去。厥处见在。去恒岳目瞩相接。又有僧奣禅师者。住欣州秀容建国寺。恒于定襄来望人山南，坐禅饵药。年将八十。道俗尊仰，不知志入何法。
5049	而兴叹者号不可思议人。其山灵泉、望迹，石上见在。祈福者众。永徽中，有人无目，不知何来。弹琵琶诵法华一部。向望人山，手弹口诵。以娱此山。亦不测其然。\n
5050	　　释明曜。未详姓氏。少出家与解脱禅师。颇同游处。而师友事之。谦撝柔顺。未尝见喜愠之色。常读法华。又披阅华严。手不释卷。老而弥笃。形长七尺。言令抑扬。又依脱禅师。习佛光观。尝绝粒随脱。往大孚寺。祈请文殊师利。到华园北。遇一大德容服异常。从王子烧身谷出。徐徐直进。至大孚寺东佛堂南。将欲东趣。曜欣跃战惧。时步而前望。亲承接足。尽其诚敬。未至数尺。而忽失之。悲慨良久。弥增勤厉。西京会昌寺沙门会颐。奉敕往五台之日。亲承顶礼。时年一百六岁。而神彩无坠焉。不知其所终也。\n
5051	　　释法空者。不知何人。隋末任雁门郡府鹰击郎将。时年四十。欻自生厌离。见妻子家宅。如牢狱桎梏。志慕佛法情无已。已总召家属曰。吾为尔沈日久矣。旦夕区区。止是供给。可各自取计。吾自決矣。便裹粮负袱独诣台山。饥则餐松皮柏末。寒则入穴苫覆。专思经中要偈。亦无所参问。时贼寇交起。追击攸归。府司郡官所在追掩。将至禁所。正念不语。志逾慷慨。跏坐不动不食不息已经五日。守令以下莫不鹭愕。因放之任其所往。一坐三十余载。禽兽以为亲邻。妻子寻获欲致粮粒。空曰。吾厌俗为道。以解脱为先。自今以往愿为善知识。非尔缠缚吾何解之。更不须相见。于是遂绝。幽居日久每有清声。召曰空禅。如是非一。空知是自心境界以
5052	法遣之。后遂安静。初学九次。以禅用乃明。终为对碍。遂学大乘离相。有从学者。並以此诲之。不知所终。\n
5053	　　释昭隐，俗姓张，本忻州人也。童丱出尘，师习名德，住五台县昭果寺。苦节真心，驾超俦伍。学次第定，证入殊深。栖迟林薄，耽好圣默。止木瓜寺二十年，佛光寺七年，大孚寺九年，感见之迹，殆无详者。至龙朔年中，会赜登台之日，隐时气力已谢，犹杖策引至大孚。感灭火之祥，同所亲见。年七十余，端然跏坐，卒于本寺焉。同僧明隐，业履淳修，每习五停心观亦四十年，多住清凉诸寺。\n
5054	　　匈奴，其先祖夏后氏之苗裔也，曰淳维。唐虞以上有山戎、猃狁、荤粥，居于北蛮，随畜牧而转移。其畜之所多则马、牛、羊，其奇畜则橐扆、驴、骡、駃騠、騊駼、驒騱。逐水草迁徙，毋城郭常处耕田之业，然亦各有分地。毋文书，以言语为约束。儿能骑羊，引弓射鸟鼠；少长则射狐兔：用为食。士力能毌弓，尽为甲骑。其俗，宽则随畜，因射猎禽兽为生业，急则人习战攻以侵伐，其天性也。其长兵则弓矢，短兵则刀鋋。利则进，不利则退，不羞遁走。苟利所在，不知礼义。自君王以下，咸食畜肉，衣其皮革，被旃裘。壮者食肥美，老者食其馀。贵壮健，贱老弱。父死，妻其後母；兄弟死，皆取其妻其俗有名不讳，而无姓字。\n
5055	　　夏道衰，而公刘失其稷官，变于西戎，邑于豳。其後三百有馀岁，戎狄攻大王亶父，亶父亡走岐下，而豳人悉从亶父而邑焉，作周。其後百有馀岁，周西伯昌伐畎夷氏。後十有馀年，武王伐纣而营雒邑，复居于酆鄗，放逐戎夷泾、洛之北，以时入贡，命曰“荒服”。其後二百有馀年，周道衰，而穆王伐犬戎，得四白狼四白鹿以归。自是之後，荒服不至。於是周遂作甫刑之辟。穆王之後二百有馀年，周幽王用宠姬襃姒之故，与申侯有却。申侯怒而与犬戎共攻杀周幽王于骊山之下，遂取周之焦获，而居于泾渭之间，侵暴中国。秦襄公救周，於是周平王去酆鄗而东徙雒邑。当是之时，秦襄公伐戎至岐，始列为诸侯。是後六十有五年，而山戎越燕而伐齐
5056	，齐釐公与战于齐郊。其後四十四年，而山戎伐燕。燕告急于齐，齐桓公北伐山戎，山戎走。其後二十有馀年，而戎狄至洛邑，伐周襄王，襄王奔于郑之氾邑。初，周襄王欲伐郑，故娶戎狄女为后，与戎狄兵共伐郑。已而黜狄后，狄后怨，而襄王後母曰惠后，有子子带，欲立之，於是惠后与狄后、子带为内应，开戎狄，戎狄以故得入，破逐周襄王，而立子带为天子。於是戎狄或居于陆浑，东至於卫，侵盗暴虐中国。中国疾之，故诗人歌之曰“戎狄是应”，“薄伐猃狁，至於大原”，“出舆彭彭，城彼朔方”。
5057	　　周襄王既居外四年，乃使使告急于晋。晋文公初立，欲修霸业，乃兴师伐逐戎翟，诛子带，迎内周襄王，居于雒邑。当是之时，秦晋为彊国。晋文公攘戎翟，居于河西圁、洛之间，号曰赤翟、白翟。秦穆公得由余，西戎八国服於秦，故自陇以西有绵诸、绲戎、翟、豲之戎，岐、梁山、泾、漆之北有义渠、大荔、乌氏、朐衍之戎。而晋北有林胡、楼烦之戎，燕北有东胡、山戎。各分散居溪谷，自有君长，往往而聚者百有馀戎，然莫能相一。自是之後百有馀年，晋悼公使魏绛和戎翟，戎翟朝晋。後百有馀年，赵襄子逾句注而破并代以临胡貉。其後既与韩魏共灭智伯，分晋地而有之，则赵有代、句注之北，魏有河西、上郡，以与戎界边。其後义渠之戎筑城郭
5058	以自守，而秦稍蚕食，至於惠王，遂拔义渠二十五城。惠王击魏，魏尽入西河及上郡于秦。
5059	　　秦昭王时，义渠戎王与宣太后乱，有二子。宣太后诈而杀义渠戎王於甘泉，遂起兵伐残义渠。於是秦有陇西、北地、上郡，筑长城以拒胡。而赵武灵王亦变俗胡服，习骑射，北破林胡、楼烦。筑长城，自代并阴山下，至高阙为塞。而置云中、雁门、代郡。其後燕有贤将秦开，为质於胡，胡甚信之。归而袭破走东胡，东胡却千馀里。与荆轲刺秦王秦舞阳者，开之孙也。燕亦筑长城，自造阳至襄平。置上谷、渔阳、右北平、辽西、辽东郡以拒胡。当是之时，冠带战国七，而三国边於匈奴。其後赵将李牧时，匈奴不敢入赵边。後秦灭六国，而始皇帝使蒙恬将十万之众北击胡，悉收河南地。因河为塞，筑四十四县城临河，徙适戍以充之。而通直道，自九
5060	原至云阳，因边山险巉溪谷可缮者治之，起临洮至辽东万馀里。又度河据阳山北假中。当是之时，东胡彊而月氏盛。匈奴单于曰头曼，头曼不胜秦，北徙。十馀年而蒙恬死，诸侯畔秦，中国扰乱，诸秦所徙适戍边者皆复去，於是匈奴得宽，复稍度河南与中国界於故塞。
5061	　　单于有太子名冒顿。後有所爱阏氏，生少子，而单于欲废冒顿而立少子，乃使冒顿质於月氏。冒顿既质於月氏，而头曼急击月氏。月氏欲杀冒顿，冒顿盗其善马，骑之亡归。头曼以为壮，令将万骑。冒顿乃作为鸣镝，习勒其骑射，令曰：“鸣镝所射而不悉射者，斩之。”行猎鸟兽，有不射鸣镝所射者，辄斩之。已而冒顿以鸣镝自射其善马，左右或不敢射者，冒顿立斩不射善马者。居顷之，复以鸣镝自射其爱妻，左右或颇恐，不敢射，冒顿又复斩之。居顷之，冒顿出猎，以鸣镝射单于善马，左右皆射之。於是冒顿知其左右皆可用。从其父单于头曼猎，以鸣镝射头曼，其左右亦皆随鸣镝而射杀单于头曼，遂尽诛其後母与弟及大臣不听从者。冒顿自立
5062	为单于。冒顿既立，是时东胡彊盛，闻冒顿杀父自立，乃使使谓冒顿，欲得头曼时有千里马。冒顿问群臣，群臣皆曰：“千里马，匈奴宝马也，勿与。”冒顿曰：“柰何与人邻国而爱一马乎？”遂与之千里马。居顷之，东胡以为冒顿畏之，乃使使谓冒顿，欲得单于一阏氏。冒顿复问左右，左右皆怒曰：“东胡无道，乃求阏氏！请击之。”冒顿曰：“柰何与人邻国爱一女子乎？”遂取所爱阏氏予东胡。东胡王愈益骄，西侵。与匈奴间，中有弃地，莫居，千馀里，各居其边为瓯脱。东胡使使谓冒顿曰：“匈奴所与我界瓯脱外弃地，匈奴非能至也，吾欲有之。”冒顿问群臣，群臣或曰：“此弃地，予之亦可，勿予亦可。”於是冒顿大怒曰：“地者，国之本
5063	也，柰何予之！”诸言予之者，皆斩之。冒顿上马，令国中有後者斩，遂东袭击东胡。东胡初轻冒顿，不为备。及冒顿以兵至，击，大破灭东胡王，而虏其民人及畜产。既归，西击走月氏，南并楼烦、白羊河南王。\n
5064	　　悉复收秦所使蒙恬所夺匈奴地者，与汉关故河南塞，至朝冄阝、肤施，遂侵燕、代。是时汉兵与项羽相距，中国罢於兵革，以故冒顿得自彊，控弦之士三十馀万。自淳维以至头曼千有馀岁，时大时小，别散分离，尚矣，其世传不可得而次云。然至冒顿而匈奴最彊大，尽服从北夷，而南与中国为敌国，其世传国官号乃可得而记云。置左右贤王，左右谷蠡王，左右大将，左右大都尉，左右大当户，左右骨都侯。匈奴谓贤曰“屠耆”，故常以太子为左屠耆王。自如左右贤王以下至当户，大者万骑，小者数千，凡二十四长，立号曰“万骑”。诸大臣皆世官。呼衍氏，兰氏，其後有须卜氏，此三姓其贵种也。诸左方王将居东方，直上谷以往者，东接秽貉、
5065	朝鲜；右方王将居西方，直上郡以西，接月氏、氐、羌；而单于之庭直代、云中：各有分地，逐水草移徙。而左右贤王、左右谷蠡王最为大，左右骨都侯辅政。诸二十四长亦各自置千长、百长、什长、裨小王、相、封都尉、当户、且渠之属。\n
5066	　　岁正月，诸长小会单于庭，祠。五月，大会茏城，祭其先、天地、鬼神。秋，马肥，大会蹛林，课校人畜计。其法，拔刃尺者死，坐盗者没入其家；有罪小者轧，大者死。狱久者不过十日，一国之囚不过数人。而单于朝出营，拜日之始生，夕拜月。其坐，长左而北乡。日上戊己。其送死，有棺椁金银衣裘，而无封树丧服；近幸臣妾从死者，多至数千百人。举事而候星月，月盛壮则攻战，月亏则退兵。其攻战，斩首虏赐一卮酒，而所得卤获因以予之，得人以为奴婢。故其战，人人自为趣利，善为诱兵以冒敌。故其见敌则逐利，如鸟之集；其困败，则瓦解云散矣。战而扶舆死者，尽得死者家财。
5067	　　是时汉初定中国，徙韩王信於代，都马邑。匈奴大攻围马邑，韩王信降匈奴。匈奴得信，因引兵南逾句注，攻太原，至晋阳下。高帝自将兵往击之。会冬大寒雨雪，卒之堕指者十二三，於是冒顿详败走，诱汉兵。汉兵逐击冒顿，冒顿匿其精兵，见其羸弱，於是汉悉兵，多步兵，三十二万，北逐之。高帝先至平城，步兵未尽到，冒顿纵精兵四十万骑围高帝於白登，七日，汉兵中外不得相救饷。匈奴骑，其西方尽白马，东方尽青駹马，北方尽乌骊马，南方尽骍马。高帝乃使使间厚遗阏氏，阏氏乃谓冒顿曰：“两主不相困。今得汉地，而单于终非能居之也。且汉王亦有神，单于察之。”冒顿与韩王信之将王黄、赵利期，而黄、利兵又不来，疑其与汉有
5068	谋，亦取阏氏之言，乃解围之一角。於是高帝令士皆持满傅矢外乡，从解角直出，竟与大军合，而冒顿遂引兵而去。汉亦引兵而罢，使刘敬结和亲之约。
5069	　　一曰轻\n　　不轻不重者。中和之音也。起调当以中为主。而轻重持损益之则。其趣自生。盖音之轻处最难。力有未到。则浮而不实。晦而不明。虽轻亦不佳。惟轻之中。不爽清实。而一丝一忽。指到音绽。幽趣无限。乃有一节一句之轻。有间杂高下之轻。种种意趣。皆贵於清实中得之。\n\n　　二曰松\n　　松。即吟猱妙处。宛转动荡。无滞无碍。不促不慢。以至恰好。谓之松。吟猱之巨细缓急。俱有松处。故琴之妙在取音。取音宛转则情联。松活则意畅。其趣如水之与澜。其体如珠之走盘。其声如哦咏之有韵。可以名其松。\n
5070	　　三曰脆\n　　脆者健也。於冲和大雅中。健其两手。而音不至於滞。两手皆有脆音。第藏不见。出之不易。右手靠弦。则音滞而木。故曰。指必甲尖。弦必悬落。在指不劲。则音胶而格。故曰。声如金石。动如风发。要知脆处。即指之灵处。指之灵。自出於健。而指之健。又出於腕。腕中之力既到。则为坚脆。然后识滞气之在弦。不为知音厌听。\n\n　　四曰滑\n　　滑者溜也。又涩之反也。音当欲涩。而指当欲滑。音本喜慢。而缓缓出之。若流泉之鸣咽。时滴滴不已。故曰涩。指取走弦而滞则不灵。乃往来之鼓动。如风发发。故曰滑。然指之运用。固
5071	贵其滑。而亦有时乎贵留。盖其留者。即滑中之安顿处也。故有涩不可无滑。有滑不可无留。意有在耳。\n
5072	　　五曰高\n　　高与古似。而实与高异。古以韵发。高以调裁。指下既静既清。而又得能高调。则音意始臻微妙。故其为宁谧也。若深渊之不可测。若乔岳之不可望。其为流逝也。若江河之欲无尽。若三籁之欲无声。\n\n　　六曰洁\n　　欲修妙音者。必先修妙指。修指之道。从有而无。因多而寡。一尘不染。一垢弗緇。止於至洁之地。而人不知其解。指既修洁。则音愈希。音愈希。则意趣愈永。吾故曰。欲修妙音者。必先修妙指。欲修妙指者。又必先自修洁始。\n
5073	　　七曰清\n　　清者。音之主宰。地僻则清。心静则清。气肃则清。琴实则清。弦洁则清。必使群清咸集。而后可求之指上。两手如鸞凤和鸣。不染丝毫浊气。厝指如击金戛石。缓急绝无客声。试一听之。则澄然秋潭。皎然月洁。湱然山涛。幽然谷应。真令人心骨俱冷。体气欲仙。\n\n　　八曰虚\n　　抚琴著实处。亦有何难。独难於得虚。然指动而求声。乌乎虚。余则曰。政在声中求耳。声厉则知躁。声粗则知浊。声静则知虚。此审音之道也。盖其下指功夫。一在调气。一在淘洗。调气则心自静。淘洗则声自虚。故虽急而不乱。多而不繁。深渊自居。清光发外。
5074	高山流水。於此可以神会。\n
5075	　　九曰幽\n　　音有幽度。始称琴品。品系乎人。幽繇於内。故高雅之士。动操便有幽韵。洵知幽之在指。无论缓急。悉能安闲自如。风度盎溢。纤尘无染。足觇潇洒胸次。指下自然写出一段风情。所谓得之心。而应之手。听其音而得其人。此幽之所以微妙也。\n\n　　十曰奇\n　　音有奇特处。乃在呤逗间。指下取之。当如千岩竞秀。万壑争流。令人流连不尽。应接不暇。至於章句顿挫。曲折之际。尤不可轻易草草放过。定有一段情绪。又如山随人面转。字字摹神。方知奇妙。\n
5076	　　十一曰古\n　　琴学祗有二途。非从古。则从时。兹虽古乐久淹。而仿佛其意。则自和澹中来。故下指不落时调。便有羲皇气象。宽大纯朴。落落弦中。不事小巧。宛然深山邃谷。老木寒泉。风声簌簌。顿令人起道心。绝非世所见闻者。是以名其古音。\n\n　　十二曰澹\n　　时师欲人耳。必作媚音。殊伤大雅。第不知琴音本澹。而吾复调之以澹。故众人所不解。惟澹何居。吾爱此情。不奓不竞。吾爱此味。如雪如冰。吾爱此响。松之风。而竹之雨。澗之滴。而波之涛也。故善知音者。始可与言澹。
5077	　　十三曰中\n　　乐有中声。惟琴固然。自古音淹没。攘臂弦索。而捧耳於琴者。比比矣。即有继空谷之声。未免郢人寡合。不知喜工柔媚则偏。落指重浊则偏。性好炎闹则偏。发声局促则偏。取音粗厉则偏。入弦仓卒则偏。气质浮躁则偏，矫其偏。归於全。祛其倚。习於正。斯得中之传。\n\n　　十四曰和\n　　和为五音之本。无过不及之谓也。当调之在弦。审之在指。辨之在音。弦有性。顺则协。逆则矫。往来鼓动。有如胶漆。则弦与指和。音有律。或在徽。或不在徽。俱有分数以位其音。要使婉婉成吟。丝丝叶韵。以得其曲之情。
5078	则指与音和。音有意。意动音随。则众妙归。故重而不虚。轻而不浮。疾而不促。缓而不弛。若吟若猱。圆而不俗。以绰经注。正而不差。迂回曲折。联而无间。抑扬起伏。断而复连。则音与意和。因之神闲气逸。指与弦化。自得浑合无迹。吾是以和其太和。\n
5079	　　十五曰疾\n　　指法有徐则有疾。然徐为疾之纲。疾为徐之应。尝相错间。故句中借速以落迟。或句完迟老以速接。又有二法。小速微快。要以紧。递指不伤疾中之雅度。而随有行云流水之趣。大速贵急。务使急而不乱。依然安闲之气象。而泻出崩崖飞瀑之声。是故疾以意用。更以意神。  \n\n　　十六曰徐\n　　古人以琴涵养性情。故名其声曰希。尝於徐徐得之。音生于指。优游弦上。节其气候。候至而下以叶厥律。或章句舒徐。或缓急相间。或断而复续。或续而复断。因候制宜。自然调古声希。渐入渊微。严道彻诗。几回拈出阳春调
5080	。月满四楼下指迟。其於徐意。大有得也。\n
5081	击壤歌\n\n日出而作，\n日入而息。\n凿井而饮，\n耕田而食。\n帝力于我何有哉。
5082	卿云歌\n\n卿云烂兮，糺缦缦兮。\n日月光华，旦复旦兮。\n明明上天，烂然星陈。\n日月光华，弘于一人。\n日月有常，星辰有行。\n四时从经，万姓允诚。\n于予论乐，配天之灵。\n迁于圣贤，莫不咸听。\n鼚乎鼓之，轩乎舞之。\n菁华已竭，褰裳去之。
5083	龙蛇歌其二\n\n有龙矫矫。顷失其所。\n五蛇从之。周遍天下。\n龙饥无食。一蛇割股。\n龙返其渊。安其壤土。\n四蛇入穴。皆有处所。\n\n有龙矫矫。顷失其所。\n一蛇从之。周流天下。\n龙反其渊。安宁其处。\n一蛇耆乾。独不得其所。\n
5084	卿云歌\n\n卿云烂兮，糺缦缦兮。\n日月光华，旦复旦兮。\n明明上天，烂然星陈。\n日月光华，弘于一人。\n日月有常，星辰有行。\n四时从经，万姓允诚。\n于予论乐，配天之灵。\n迁于圣贤，莫不咸听。\n鼚乎鼓之，轩乎舞之。\n菁华已竭，褰裳去之。\n
5085	越人歌\n\n今夕何夕兮，\n搴舟中流。\n今日何日兮，\n得与王子同舟。\n蒙羞被好兮，\n不訾诟耻。\n心几烦而不绝兮，\n得知王子。\n山有木兮木有枝，\n心悦君兮君不知？\n
5086	龙蛇歌其一\n\n有龙于飞。周遍天下。\n五蛇从之。为之承辅。\n龙返其乡。得其处所。\n四蛇从之。得其雨露。\n一蛇羞之。槁死于中野。\n
5087	南蒯歌\n\n我有圃。生之杞乎。\n从我者鄙乎。倍其邻者耻乎。\n已乎已乎。非吾党之士乎。\n
5088	琴女歌\n\n罗縠单衣。可裂而绝。\n三尺屏风。可超而越。\n鹿虑之剑。可负而拔。\n
5089	礼书其一\n\n　　太史公曰：洋洋美德乎！宰制万物，役使群众，岂人力也哉？余至大行礼官，观三代损益，乃知缘人情而制礼，依人性而作仪，其所由来尚矣。\n人道经纬万端，规矩无所不贯，诱进以仁义，束缚以刑罚，故德厚者位尊，禄重者宠荣，所以总一海内而整齐万民也。人体安驾乘，为之金舆错衡以繁其饰；目好五色，为之黼黻文章以表其能；耳乐钟磬，为之调谐八音以荡其心；口甘五味，为之庶羞酸咸以致其美；情好珍善，为之琢磨圭璧以通其意。故大路越席，皮弁布裳，硃弦洞越，大羹玄酒，所以防其淫侈，救其彫敝。是以君臣朝廷尊卑贵贱之序，下及黎庶车舆衣服
5090	宫室饮食嫁娶丧祭之分，事有宜適，物有节文。仲尼曰：“禘自既灌而往者，吾不欲观之矣。”\n
5091	礼书其二\n\n　　周衰，礼废乐坏，大小相逾，管仲之家，兼备三归。循法守正者见侮於世，奢溢僭差者谓之显荣。自子夏，门人之高弟也，犹云“出见纷华盛丽而说，入闻夫子之道而乐，二者心战，未能自决”，而况中庸以下，渐渍於失教，被服於成俗乎？孔子曰“必也正名”，於卫所居不合。仲尼没後，受业之徒沈湮而不举，或適齐、楚，或入河海，岂不痛哉！\n　　至秦有天下，悉内六国礼仪，采择其善，虽不合圣制，其尊君抑臣，朝廷济济，依古以来。至于高祖，光有四海，叔孙通颇有所增益减损，大抵皆袭秦故。自天子称号下至佐僚及宫室官名，
5092	少所变改。孝文即位，有司议欲定仪礼，孝文好道家之学，以为繁礼饰貌，无益於治，躬化谓何耳，故罢去之。孝景时，御史大夫晁错明於世务刑名，数干谏孝景曰：“诸侯籓辅，臣子一例，古今之制也。今大国专治异政，不禀京师，恐不可传後。”孝景用其计，而六国畔逆，以错首名，天子诛错以解难。事在袁盎语中。是後官者养交安禄而已，莫敢复议。\n　　今上即位，招致儒术之士，令共定仪，十馀年不就。或言古者太平，万民和喜，瑞应辨至，乃采风俗，定制作。上闻之，制诏御史曰：“盖受命而王，各有所由兴，殊路而同归，谓因民而作，追俗为制也。议者咸称太古，百姓何望？汉亦一家之事，典法不传，谓子孙
5093	何？化隆者闳博，治浅者褊狭，可不勉与！”乃以太初之元改正朔，易服色，封太山，定宗庙百官之仪，以为典常，垂之於後云。\n
5094	礼书其三\n\n　　礼由人起。人生有欲，欲而不得则不能无忿，忿而无度量则争，争则乱。先王恶其乱，故制礼义以养人之欲，给人之求，使欲不穷於物，物不屈於欲，二者相待而长，是礼之所起也。故礼者养也。稻粱五味，所以养口也；椒兰芬茝，所以养鼻也；钟鼓管弦，所以养耳也；刻镂文章，所以养目也；疏房床笫几席，所以养体也：故礼者养也。\n　　君子既得其养，又好其辨也。所谓辨者，贵贱有等，长少有差，贫富轻重皆有称也。故天子大路越席，所以养体也；侧载臭茝，所以养鼻也；前有错衡，所以养目也；和鸾之声，步中武象，骤中韶濩，所以养耳也；龙旂九斿，所
5095	以养信也；寝兕持虎，鲛韅弥龙，所以养威也。故大路之马，必信至教顺，然后乘之，所以养安也。孰知夫出死要节之所以养生也。孰知夫轻费用之所以养财也，孰知夫恭敬辞让之所以养安也，孰知夫礼义文理之所以养情也。\n　　人苟生之为见，若者必死；苟利之为见，若者必害；怠惰之为安，若者必危；情胜之为安，若者必灭。故圣人一之於礼义，则两得之矣；一之於情性，则两失之矣。故儒者将使人两得之者也，墨者将使人两失之者也。是儒墨之分。\n
5096	礼书其四\n　　治辨之极也，彊固之本也，威行之道也，功名之总也。王公由之，所以一天下，臣诸侯也；弗由之，所以捐社稷也。故坚革利兵不足以为胜，高城深池不足以为固，严令繁刑不足以为威。由其道则行，不由其道则废。楚人鲛革犀兕，所以为甲，坚如金石；宛之钜铁施，钻如蜂虿，轻利剽，卒如熛风。然而兵殆於垂涉，唐昧死焉；庄蹻起，楚分而为四参。是岂无坚革利兵哉？其所以统之者非其道故也。汝颍以为险，江汉以为池，阻之以邓林，缘之以方城。然而秦师至鄢郢，举若振槁。是岂无固塞险阻哉？其所以统之者非其道故也。纣剖比干，囚箕子，为砲格，刑杀无辜，时臣下懔然，莫必其命。然而周师至
5097	，而令不行乎下，不能用其民。是岂令不严，刑不鷟哉？其所以统之者非其道故也。\n　　古者之兵，戈矛弓矢而已，然而敌国不待试而诎。城郭不集，沟池不掘，固塞不树，机变不张，然而国晏然不畏外而固者，无他故焉，明道而均分之，时使而诚爱之，则下应之如景响。有不由命者，然後俟之以刑，则民知罪矣。故刑一人而天下服。罪人不尤其上，知罪之在己也。是故刑罚省而威行如流，无他故焉，由其道故也。故由其道则行，不由其道则废。古者帝尧之治天下也，盖杀一人刑二人而天下治。传曰“威厉而不试，刑措而不用”。\n
5098	礼书其五\n\n　　天地者，生之本也；先祖者，类之本也；君师者，治之本也。无天地恶生？无先祖恶出？无君师恶治？三者偏亡，则无安人。故礼，上事天，下事地，尊先祖而隆君师，是礼之三本也。\n　　故王者天太祖，诸侯不敢怀，大夫士有常宗，所以辨贵贱。贵贱治，得之本也。郊畴乎天子，社至乎诸侯，函及士大夫，所以辨尊者事尊，卑者事卑，宜钜者钜，宜小者小。故有天下者事七世，有一国者事五世，有五乘之地者事三世，有三乘之地者事二世，有特牲而食者不得立宗庙，所以辨积厚者流泽广，积薄者流泽狭也。\n
5099	礼书其六\n\n　　大飨上玄尊，俎上腥鱼，先大羹，贵食饮之本也。大飨上玄尊而用薄酒，食先黍稷而饭稻粱，祭哜先大羹而饱庶羞，贵本而亲用也。贵本之谓文，亲用之谓理，两者合而成文，以归太一，是谓大隆。故尊之上玄尊也，俎之上腥鱼也，豆之先大羹，一也。利爵弗啐也，成事俎弗尝也，三侑之弗食也，大昏之未废齐也，大庙之未内尸也，始绝之未小敛，一也。大路之素幬也，郊之麻絻，丧服之先散麻，一也。三年哭之不反也，清庙之歌一倡而三叹，县一钟尚拊膈，硃弦而通越，一也。\n　　凡礼始乎脱，成乎文，终乎税。故至备，情文俱尽；其次，情文代胜；其
