ID	Name	MapName	Kind	Level	ClassID	CraftID	CanOperateEach	IsSelectable	RemoveDelay	ReviveDelay	OpenPrepareFrame	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	RepresentID	SprintRepresentID	MoneyMin	MoneyMax	MoneyDropRate	CanPick	BarText	Script	OverLootFrame	DynamicObstacle	ProgressID	IndependentDrop	IndependentDropCount	IndependentDropType	AreaBroadcast	IdentityVisiableID
4885	破损的帐篷	苍云48	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9427		0	0	1048576	1			1440		-1		0	0		
4886	云梯	太原	14	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9448		0	0	1048576	1			1440	1	-1		0	0		
4887	 	太原	3	1	0	0	0	0	2880	20	0		0		0		0		0		0		0		0		0		0		0	9344		0	0	1048576	1			1440		-1		0	0		
4888	 	太原	3	1	0	0	0	0	2880	20	0		0		0		0		0		0		0		0		0		0		0	9345		0	0	1048576	1			1440		-1		0	0		
4889	 	太原	3	1	0	0	0	0	2880	20	0		0		0		0		0		0		0		0		0		0		0	9346		0	0	1048576	1			1440		-1		0	0		
4890	物资箱	苍云-血誓后	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9347		0	0	1048576	1			1440		-1		0	0		
4891	攻城器械	苍云-血誓后	3	1	0	0	0	1	2880	60	48		0		0		0		0		0		0		0		0		0		0	9348		0	0	1048576	1	烧毁	scripts\Map\苍云\doodad\惊沙乱海戍庭前.lua	1440		-1		0	0		
4892		太原		1	0	0			2880	0	48		0		0		0		0		0		0		0		0		0		0	9349		0	0	1048576	1	灭火	scripts/Map/太原/doodad/西城/12533火.lua	1440		-1		0	0		
4893	柴堆	表现类doodad	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9350		0	0	1048576	1			1440		-1		0	0		
4894	狼牙军械	Act_苍云预热	3	1	0	0	1	1	2880				0		0		0		0		0		0		0		0		0		0	8345		0	0	1048576	1	烧毁	scripts\Map\ACT_苍雪龙域预热\doodad\烧毁攻城车.lua	1440		-1					
4895	桌案	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9351		0	0	1048576	1			1440		-1		0	0		
4896	雪堆	苍云-血誓后	3	1	0	0	0	0	2880	180	80		0		0		0		0		0		0		0		0		0		0	9352		0	0	1048576	1			1440		-1		0	0		
4897	酒菜	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9353		0	0	1048576	1			1440		-1		0	0		
4898	药炉	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9354		0	0	1048576	1			1440		-1		0	0		
4899	药箱	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9355		0	0	1048576	1			1440		-1		0	0		
4900	药瓶	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9356		0	0	1048576	1			1440		-1		0	0		
4901	药石舂	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9357		0	0	1048576	1			1440		-1		0	0		
4902	酒坛	苍云-通用纯表现	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9358		0	0	1048576	1			1440		-1		0	0		
4903	破损的玉佩	苍云-血誓后	3	1	0	0	0	1	2880	0	48		0		0		0		0		0		0		0		0		0		0	9360		0	0	1048576	1	拾取		1440		-1		0	0		
4904	腿子的尸体	苍云-血誓后	3	1	0	0	0	1	2880	3	48		0		0		0		0		0		0		0		0		0		0	9362		0	0	1048576	1	查看	scripts\Map\苍云\doodad\腿子的尸体.lua	1440		-1		0	0		
4905	 	太原	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9363		0	0	1048576	1			1440		-1		0	0		
4906	 	太原	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9364		0	0	1048576	1			1440		-1		0	0		
4907	牛粪	太原		90	0	0	0	1	320	20	80	太原\niufen4907.tab	1		0		0		0		0		0		0		0		0		0	9365		0	0	1048576	1	拾取		320		-1		0	0		
4908	木材	苍云-血誓后	3	1	0	0	0	1	2880	60	48		0		0		0		0		0		0		0		0		0		0	9366		0	0	1048576	1	拾取		1440		-1		0	0		
4909	杉树	太原	14	1	0	0	0	1	2880	180	80	太原\doodad_4909.tab	1		0		0		0		0		0		0		0		0		0	9367		0	0	1048576		伐木		1440	0	-1		0	0		
4910	兵器	太原		90	0	0	0	1	320	0	16				0		0		0		0		0		0		0		0		0	9370		0	0	1048576	1	拾取		320		-1		0	0		
4911	粮食	太原	3	1	0	0	0	1	2880	6	80		0		0		0		0		0		0		0		0		0		0	9371		0	0	1048576	1	搬运		1440		-1		0	0		
4913	石子标记	太原	3	1	0	0	0	1	2880	10	80		0		0		0		0		0		0		0		0		0		0	9373		0	0	1048576	0	移动	scripts/Map/太原/doodad/东城/标记的石子.lua	1440		-1		0	0		
4914	衣什箱	苍云-血誓后	3	1	0	0	0	1	2880	3	48		0		0		0		0		0		0		0		0		0		0	9374		0	0	1048576	1	打开		1440		-1		0	0		
4915	一条手帕	太原	7	1	0	0	0	1	2880	20	80	太原\doodad_4915.tab	1		0		0		0		0		0		0		0		0		0	9375		0	0	1048576	1	拾取		1440		-1		0	0		
4916	杏花	太原	3	1	0	0	0	1	2880	20	0		0		0		0		0		0		0		0		0		0		0	9376		0	0	1048576	1			1440		-1		0	0		
4917	矿石	太原	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9377		0	0	1048576	1			1440		-1		0	0		
4918	经书	太原	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9378		0	0	1048576	1			1440		-1		0	0		
4919	防御机关	太原	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9379		0	0	1048576	1			1440		-1		0	0		
4920	煤矿	太原	7	1	0	0	0	1	2880	180	80	太原\doodad_4920.tab	1		0		0		0		0		0		0		0		0		0	9382		0	0	1048576		挖煤		1440		-1		0	0		
4921	金丝楠阴沉木	太原	7	1	0	0	1	1	2880	0	80		0		0		0		0		0		0		0		0		0		0	9380		0	0	1048576	1	拾取	scripts/Map/太原/doodad/伐木场/金丝楠木箱.lua	1440		-1		0	0		
4922	牢笼	苍云48	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9383		0	0	1048576	1			1440	1	-1		0	0		
4923	小箱子	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9384		0	0	1048576	1			1440	1	-1		0	0		
4924	落雪箱子堆	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9385		0	0	1048576	1			1440	1	-1		0	0		
4925	吃饭桌子	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9386		0	0	1048576	1			1440	0	-1		0	0		
4926	雪球大	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9387		0	0	1048576	1			1440		-1		0	0		
4927	羊圈	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9388		0	0	1048576	1			1440	1	-1		0	0		
4928	水槽	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9389		0	0	1048576	1			1440	1	-1		0	0		
4929	放药桌	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9390		0	0	1048576	1			1440	1	-1		0	0		
4930	 	太原	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9391		0	0	1048576	1			1440	1	-1		0	0		
4931	 	太原	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9392		0	0	1048576	1			1440		-1		0	0		
4932	 	太原	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9393		0	0	1048576	1			1440		-1		0	0		
4933	落雪箱子堆2	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9395		0	0	1048576	1			1440	1	-1		0	0		
4934	粪桶	太原	3	1	0	0	0	1	2880	0	32		0		0		0		0		0		0		0		0		0		0	9394		0	0	1048576	0	放入	scripts/Map/太原/doodad/晋祠/粪桶.lua	1440		-1		0	0		
4935	建筑木料	苍云48	3	1	0	0	0	1	2880	60	48		0		0		0		0		0		0		0		0		0		0	9396		0	0	1048576	1		scripts\Map\苍云\doodad\破损的帐篷.lua	1440		-1		0	0		
4936	翻动的土堆	太原	3	1	0	0	1	1	48	3	80		0		0		0		0		0		0		0		0		0		0	9397		0	0	1048576	1	搜索		48		-1		0	0		
4937	粮草车	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9398		0	0	1048576	1			1440	1	-1		0	0		
4938	兵器架	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9400		0	0	1048576	1			1440	1	-1		0	0		
4939	粮草堆	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9399		0	0	1048576	1			1440	1	-1		0	0		
4940	散落的武器	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9401		0	0	1048576	1			1440		-1		0	0		
4941	粮草堆2	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9402		0	0	1048576	1			1440	1	-1		0	0		
4942	柴火锅	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9403		0	0	1048576	1			1440	1	-1		0	0		
4943	新建	苍云-血誓前	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9404		0	0	1048576	1			1440		-1		0	0		
4944	桌椅	苍云-血誓前	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9405		0	0	1048576	1			1440		-1		0	0		
4945	 	太原之战_夜守孤城	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9406		0	0	1048576	0			1440		-1		0	0		
4946	 	太原之战_夜守孤城	6	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9407		0	0	1048576	1		scripts\Map\太原之战_夜守孤城\doodad\绳子.lua	1440		-1		0	0		
4947	粮草	太原	14	1	0	0	0	1	2880	180	80		0		0		0		0		0		0		0		0		0		0	8442		0	0	1048576	0			1440	1	-1					
4948	粮草包	太原	7	1	0	0	0	1	2880	180	80	安史之乱_长安\liangcao.tab	1		0		0		0		0		0		0		0		0		0	8389		0	0	0	1	拾取	scripts\Map\长安_安史之乱\PQ忠义愿为天下先\长安PQdoodad.lua	1440		-1		0	0		
4949	粮草	太原	3	1	1		0		2880	180	80																					270					1	拾取									
4950	铸造台	苍云48	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9408		0	0	1048576	1			1440		-1		0	0		
4951	弹药	太原之战_夜守孤城	7	1	0	0	1	1	2880	0			0		0		0		0		0		0		0		0		0		0	9409		0	0	1048576	0	拾取弹药	scripts\Map\太原之战_夜守孤城\doodad\弹药.lua	1440		-1		0	0		
4952	灶台	苍云48	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9410		0	0	1048576	1		scripts\Map\苍云\doodad\灶台.lua	1440		-1		0	0		
4953	墓碑	苍云48	3	1	0	0	0	1	2880	0	48		0		0		0		0		0		0		0		0		0		0	9411		0	0	1048576	1	刻字	scripts\Map\苍云\doodad\墓碑.lua	1440		-1		0	0		
4954	小吃摊	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9412		0	0	1048576	1			1440	1	-1		0	0		
4955	石锅	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9413		0	0	1048576	1			1440		-1		0	0		
4956	草垛	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9414		0	0	1048576	1			1440		-1		0	0		
4957	雪工程车	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9415		0	0	1048576	1			1440		-1		0	0		
4958	雪药摊	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9416		0	0	1048576	1			1440		-1		0	0		
4959	火堆	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9417		0	0	1048576	1			1440		-1		0	0		
4960	尸体	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9418		0	0	1048576	1			1440		-1		0	0		
4961	灶台	苍云-通用纯表现	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9419		0	0	1048576	1			1440		-1		0	0		
4962	兵器	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9420		0	0	1048576	1			1440		-1		0	0		
4963	火炉	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9421		0	0	1048576	1			1440		-1		0	0		
4964	新建	表现类doodad	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9422		0	0	1048576	1			1440		-1		0	0		
4965	兵器架	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9423		0	0	1048576	1			1440		-1		0	0		
4966	铁砂盆	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9424		0	0	1048576	1			1440		-1		0	0		
4967	沙袋	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9425		0	0	1048576	1			1440		-1		0	0		
4968	PQ数据储存罐	太原	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9426		0	0	1048576	1			1440		-1		0	0		
4969	公主墓	苍云48	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9428		0	0	1048576	1			1440		-1		0	0		
4970	 	太原之战_夜守孤城	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9429		0	0	1048576	0			1440		-1		0	0		
4971	水桶	太原	7	1	0	0	0	1	2880	20	0		0		0		0		0		0		0		0		0		0		0	9430		0	0	1048576	1	取水	scripts\Map\太原\doodad\杏花村\PQ_水桶.lua	1440		-1		0	0		
4972	零散木材	太原	7	1	0	0	0	1	2880	180	80	太原\doodad_4972.tab	1		0		0		0		0		0		0		0		0		0	9431		0	0	1048576	1	拾取		1440		-1		0	0		
4973	 	太原之战_夜守孤城	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9432		0	0	1048576	0			1440		-1		0	0		
4974	 	太原	14	90	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9434		0	0	1048576	0			1440	1	-1		0	0		
4975	 	太原	14	90	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9435		0	0	1048576	0			1440	1	-1		0	0		
4976	手脚架_木质路面	太原	14	90	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9436		0	0	1048576	0			1440	1	-1		0	0		
4977	手脚架_木平台	太原	14	90	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9437		0	0	1048576	0			1440	1	-1		0	0		
4978	手脚架_木平台2	太原	14	90	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9438		0	0	1048576	0			1440	1	-1		0	0		
4979	手脚架	太原	14	90	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9439		0	0	1048576	0			1440	1	-1		0	0		
4980	手脚架	太原	14	90	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9440		0	0	1048576	0			1440	1	-1		0	0		
4981	手脚架	太原	14	90	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9441		0	0	1048576	0			1440	1	-1		0	0		
4982	手脚架	太原	14	90	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9442		0	0	1048576	0			1440	1	-1		0	0		
4983	手脚架	太原	14	90	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9443		0	0	1048576	0			1440	1	-1		0	0		
4984	祁进与谷之岚	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9445		0	0	1048576	0	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
4985	古琴	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	43242		0	0	1048576	0	弹奏	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
4986	新建	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	43241		0	0	1048576	1	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
4987	新建	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9445		0	0	1048576	1	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
4988	新建	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9445		0	0	1048576	1	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
4989	新建	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9445		0	0	1048576	1	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
4990	新建	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9445		0	0	1048576	1	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
4991	新建	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9445		0	0	1048576	1	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
4992	新建	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9445		0	0	1048576	1	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
4993	弓箭架	苍云-血誓后	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	8846		0	0	1048576	1		scripts\Map\苍云\doodad\弓箭架.lua	1440		-1		0	0		
4994	稻草木板	苍云-血誓后	14	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	8877		0	0	1048576	1			1440	1	-1		0	0	1	
4995	贯云梯	苍云-血誓后		1	0	0	0	0	2880	0	48		0		0		0		0		0		0		0		0		0		0	9446		0	0	1048576	1	搭乘	scripts\Map\苍云\doodad\苍云电梯.lua	1440	1	-1		0	0		
4996	衣物箱	苍云-血誓后	3	1	0	0	0	1	2880	0	48		0		0		0		0		0		0		0		0		0		0	9449		0	0	1048576	1	打开	scripts\Map\苍云\doodad\衣什箱.lua	1440		-1		0	0		
4997	龙城战史书架	太原	7	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9450		0	0	1048576	0	阅读	scripts/Map/太原/doodad/龙城战史书架.lua	1440	1	-1		0	0		
4998	箭矢	太原	7	1	0	0	0	1	2880	180	80	太原\pq_jianshi_4998.tab	1	太原\pq_posuidejianshi_4998.tab	1		0		0		0		0		0		0		0		0	9452		0	0	1048576	1	拾取		1440		-1		0	0		
4999	贯云梯控制台	苍云-血誓后	7	1	0	0	0	1	2880	0	48		0		0		0		0		0		0		0		0		0		0	9453		0	0	1048576	1	操作	scripts\Map\苍云\doodad\苍云电梯.lua	1440		-1		0	0		
5000		太原之战_逐虎驱狼	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9454		0	0	1048576	0			1440		-1		0	0		
5001		表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9455		0	0	1048576	1			1440	1	-1		0	0		
5002		表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9456		0	0	1048576	1			1440	1	-1		0	0		
5003		表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9457		0	0	1048576	1			1440	1	-1		0	0		
5005	大火堆	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9458		0	0	1048576	1			1440	1	-1		0	0		
5008	雪栅栏-长	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9460		0	0	1048576	1			1440	1	-1		0	0		
5009	雪栅栏-短	苍云-通用纯表现	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9461		0	0	1048576	1			1440		-1		0	0		
5011	雪挡板	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9464		0	0	1048576	1			1440	1	-1		0	0		
5012	粮草堆	太原	7	1	0	0	0	1	2880	180	80	太原\pq_liangcao_5012.tab	1		0		0		0		0		0		0		0		0		0	9465		0	0	1048576	1	拾取		1440		-1		0	0		
5014	武器架	太原	7	1	0	0	0	1	2880	180	80	太原\pq_wuqi_5014.tab	1		0		0		0		0		0		0		0		0		0	9467		0	0	1048576	1	拾取		1440		-1		0	0		
5015	碑铭·龙城飞蛾	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5016	碑铭·杏花酒韵·壹	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5017	碑铭·杏花酒韵·贰	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5018	碑铭·晋王祠·壹	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5019	碑铭·大乱局	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5020	碑铭·武周遗祸	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5021	碑铭·庙堂远江湖·壹	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5022	碑铭·庙堂远江湖·贰	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5023	碑铭·李卫公问对之一	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5024	碑铭·李卫公问对之二	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5025	碑铭·李卫公问对之三	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5026	碑铭·李卫公问对之四	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5027	碑铭·李卫公问对之五	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5028	碑铭·李卫公问对之六	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5029	碑铭·李卫公问对之七	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5030	碑铭·李卫公问对之八	阅读	9	1	1	8	0	1	2880	1	80		0		0		0		0													435		0	0	1048576	1	抄录碑铭									
5031	 	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9468		0	0	1048576	1			1440		-1		0	0		
5032	箭靶	表现类doodad	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9469		0	0	1048576	1			1440		-1		0	0		
5033	铠甲包裹	太原	3	1	0	0	0	1	2880	20	80		0		0		0		0		0		0		0		0		0		0	9470		0	0	1048576	1	拾取		1440		-1		0	0		
5034	莲花酿	太原	3	1	0	0	0	1	48	3	80		0		0		0		0		0		0		0		0		0		0	9471		0	0	1048576	1			1440		-1		0	0		
5035	琉璃杯	太原	3	1	0	0	0	1	2880	0	80		0		0		0		0		0		0		0		0		0		0	9472		0	0	1048576	0	兑酒	scripts/Map/太原/doodad/瑶池步步生莲香酒杯.lua	1440		-1		0	0		
5036	岫岩杯	太原	3	1	0	0	0	1	2880	0	80		0		0		0		0		0		0		0		0		0		0	9473		0	0	1048576	0	兑酒	scripts/Map/太原/doodad/瑶池步步生莲香酒杯.lua	1440		-1		0	0		
5037	玉髓杯	太原	3	1	0	0	0	1	2880	0	80		0		0		0		0		0		0		0		0		0		0	9474		0	0	1048576	0	兑酒	scripts/Map/太原/doodad/瑶池步步生莲香酒杯.lua	1440		-1		0	0		
5038	止血草	太原	3	1	0	0	0	1	2880	30	80		0		0		0		0		0		0		0		0		0		0	9475		0	0	1048576	1			1440		-1		0	0		
5039	 	太原	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	0		0	0	1048576	1			1440		-1		0	0		
5040	苍云风筝	苍云-通用纯表现	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	9477		0	0	1048576	1			1440		-1		0	0		
5041	武器	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9479		0	0	1048576	1			1440		-1		0	0		
5042	武器	苍云-通用纯表现	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	9480		0	0	1048576	1			1440		-1		0	0		
5043	郭岩的回忆	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9481		0	0	1048576	0	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
5044	小七与李无衣	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9482		0	0	1048576	0	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
5045	何方易与叶炜	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9483		0	0	1048576	0	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
5046	谢云流的回忆	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9484		0	0	1048576	0	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
5047	叶炜与任青萍	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9485		0	0	1048576	0	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
5048	祁进与宋森雪	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9486		0	0	1048576	0	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
5049	李倓的回忆	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9487		0	0	1048576	0	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
5050	李倓与高力士	太原	7	1	0	0	0	1	2880	0	16		0		0		0		0		0		0		0		0		0		0	9488		0	0	1048576	0	阅读	scripts/Map/太原/doodad/龙城战史.lua	1440		-1		0	0		
